PLAYER,ROUND,COURSE,HOLE_1,HOLE_2,HOLE_3,HOLE_4,HOLE_5,HOLE_6,HOLE_7,HOLE_8,HOLE_9,OUT,HOLE_10,HOLE_11,HOLE_12,HOLE_13,HOLE_14,HOLE_15,HOLE_16,HOLE_17,HOLE_18,IN,TOTAL,POS
William Ma,2,Lake,4,4,4,4,5,6,4,4,4,39,5,3,5,3,3,3,6,5,5,38,77.0,
Nathaniel Frink,1,Lake,5,4,4,4,5,5,4,4,4,39,4,4,5,3,4,3,6,5,5,39,78.0,
Nathaniel Frink,2,Ocean,5,3,4,5,2,5,6,3,4,37,4,5,4,4,4,4,4,4,4,37,74.0,
Brad Nurski,1,Lake,4,4,3,3,5,6,5,3,4,37,4,4,4,5,4,3,6,5,4,39,76.0,
Brad Nurski,2,Ocean,6,3,4,6,3,4,4,4,4,38,4,4,4,4,5,4,4,4,5,38,76.0,
Carson Brewer,1,Lake,5,5,3,4,5,4,4,4,5,39,4,5,4,3,3,3,6,5,4,37,76.0,
Carson Brewer,2,Ocean,5,3,4,5,3,4,4,3,3,34,4,5,5,5,6,5,5,3,5,43,77.0,
Aaron Sorkin,1,Ocean,5,5,4,5,3,6,4,3,4,39,3,5,4,3,5,5,4,3,6,38,77.0,
Aaron Sorkin,2,Lake,5,5,3,4,5,4,5,3,4,38,5,5,4,3,4,3,5,5,4,38,76.0,
Thomas Herholtz,1,Lake,5,4,3,5,5,5,5,2,4,38,4,4,5,3,6,3,5,6,3,39,77.0,
Thomas Herholtz,2,Ocean,5,4,3,5,3,5,4,4,4,37,4,7,5,3,5,4,4,3,4,39,76.0,
Hugo Le Goff,1,Ocean,4,4,4,4,5,4,4,6,4,39,4,5,5,4,5,5,4,4,4,40,79.0,
Hugo Le Goff,2,Lake,5,5,3,4,5,4,5,3,4,38,4,4,4,3,4,3,6,4,4,36,74.0,
Joe Wilson IV,1,Ocean,5,4,4,6,4,4,4,4,4,39,4,5,5,4,4,4,4,4,5,39,78.0,
Joe Wilson IV,2,Lake,5,4,4,4,5,4,3,4,5,38,4,4,5,4,4,3,4,6,3,37,75.0,
Logan Zurn,1,Lake,5,6,5,4,5,4,4,3,5,41,4,4,5,3,4,2,6,5,4,37,78.0,
Logan Zurn,2,Ocean,5,4,4,5,3,6,5,3,4,39,3,4,4,5,5,4,4,3,4,36,75.0,
Ryan Wilkins,1,Lake,7,4,3,5,4,4,4,3,4,38,4,5,4,4,6,2,6,4,5,40,78.0,
Ryan Wilkins,2,Ocean,5,3,4,5,4,3,4,5,5,38,3,5,5,6,4,4,4,3,3,37,75.0,
Cooper Paull,1,Ocean,5,3,3,5,4,4,4,4,4,36,3,6,5,4,5,5,4,4,4,40,76.0,
Cooper Paull,2,Lake,4,4,3,4,5,5,4,4,4,37,3,5,4,4,4,4,6,6,4,40,77.0,
Hayes Brown,1,Lake,5,4,3,4,4,5,3,6,5,39,4,3,5,4,5,3,5,6,4,39,78.0,
Hayes Brown,2,Ocean,6,4,4,5,5,4,3,4,4,39,3,5,5,3,4,5,4,3,4,36,75.0,
Tomi Bowen,1,Lake,5,5,3,4,4,6,5,4,4,40,5,4,5,3,3,4,5,6,5,40,80.0,
Tomi Bowen,2,Ocean,5,4,4,4,4,4,4,4,4,37,4,4,3,4,4,5,4,3,5,36,73.0,
Sam Jackson,1,Lake,5,5,5,5,6,4,4,4,5,43,4,4,6,4,4,3,5,5,4,39,82.0,
Sam Jackson,2,Ocean,4,4,4,4,4,3,4,4,4,35,3,5,4,5,3,4,4,4,4,36,71.0,
Coy Dobson,1,Ocean,5,3,4,5,3,4,4,4,5,37,3,8,6,3,5,4,4,3,5,41,78.0,
Coy Dobson,2,Lake,5,4,5,4,5,4,4,4,3,38,5,3,4,3,5,3,6,4,4,37,75.0,
Kaleb Wilson,1,Ocean,4,4,4,5,2,7,4,4,5,39,3,5,4,4,5,4,4,3,4,36,75.0,
Kaleb Wilson,2,Lake,5,5,4,4,4,6,4,3,5,40,4,4,4,3,3,4,7,5,4,38,78.0,
Trent Virden,1,Ocean,4,4,6,4,3,3,5,4,4,37,4,5,5,3,4,4,4,3,4,36,73.0,
Trent Virden,2,Lake,5,4,4,4,7,4,4,4,4,40,4,4,6,3,4,2,7,5,5,40,80.0,
Luke Sample,1,Lake,5,4,4,3,4,4,5,3,4,36,4,5,4,4,4,3,6,5,4,39,75.0,
Luke Sample,2,Ocean,5,4,5,5,3,5,5,4,4,40,3,4,4,4,5,6,4,3,5,38,78.0,
Jake Olson,1,Ocean,7,4,5,6,2,5,4,4,4,41,3,5,3,4,4,4,4,3,4,34,75.0,
Jake Olson,2,Lake,4,4,3,4,5,8,4,3,6,41,6,4,5,3,3,2,5,5,4,37,78.0,
Nicholas Gross,1,Lake,5,4,4,4,6,5,4,3,5,40,4,5,5,3,4,3,5,6,4,39,79.0,
Nicholas Gross,2,Ocean,4,3,4,5,3,3,4,5,6,37,3,8,3,3,4,4,5,3,4,37,74.0,
TJ Barger,1,Lake,6,5,4,3,5,5,4,3,4,39,4,4,4,4,4,3,5,5,4,37,76.0,
TJ Barger,2,Ocean,5,4,4,6,4,4,4,6,4,41,3,5,4,4,5,4,4,3,4,36,77.0,
Mike Hearne,1,Ocean,4,3,4,5,3,7,4,4,5,39,3,5,5,4,5,5,4,4,6,41,80.0,
Mike Hearne,2,Lake,5,4,3,4,5,4,4,4,3,36,4,4,4,4,4,3,5,5,4,37,73.0,
Pierce Grieve,1,Ocean,6,4,5,5,4,5,4,4,4,41,3,5,5,4,4,5,4,4,3,37,78.0,
Pierce Grieve,2,Lake,4,4,4,4,5,5,4,4,4,38,4,4,5,3,4,3,6,5,3,37,75.0,
Harris Barth,1,Ocean,4,3,4,5,2,4,6,4,4,36,2,5,5,5,5,4,5,3,6,40,76.0,
Harris Barth,2,Lake,7,4,3,4,4,4,3,3,5,37,4,4,5,4,4,2,7,6,4,40,77.0,
Andy Sajevic,1,Lake,5,6,5,4,4,5,4,3,3,39,4,7,5,3,4,4,4,5,4,40,79.0,
Andy Sajevic,2,Ocean,5,3,4,5,2,4,6,4,4,37,3,5,5,5,4,5,4,3,4,38,75.0,
Connor Williams,1,Ocean,4,3,4,5,3,4,3,4,3,33,3,5,4,4,5,4,3,3,5,36,69.0,
Connor Williams,2,Lake,4,4,3,5,5,4,7,4,5,41,5,5,4,3,6,3,5,5,8,44,85.0,
Arrow Aarav Shah,1,Ocean,5,5,4,4,4,5,5,5,4,41,5,5,5,4,3,4,4,4,3,37,78.0,
Arrow Aarav Shah,2,Lake,4,4,4,4,5,5,4,4,5,39,5,4,4,2,4,3,5,5,5,37,76.0,
Alex Holder,1,Ocean,6,4,5,5,4,5,4,4,4,41,3,4,3,4,5,4,5,3,5,36,77.0,
Alex Holder,2,Lake,6,6,3,4,4,4,5,4,5,41,4,3,4,3,4,3,5,5,5,36,77.0,
Jordan Less,1,Ocean,5,3,5,4,3,5,5,4,3,37,5,6,4,5,4,4,4,3,4,39,76.0,
Jordan Less,2,Lake,6,4,4,4,5,6,4,4,4,41,5,4,5,2,4,3,6,5,3,37,78.0,
Brody Leid,1,Ocean,4,4,4,5,3,5,6,4,4,39,3,5,4,4,4,4,4,3,4,35,74.0,
Brody Leid,2,Lake,4,5,4,5,4,4,4,3,4,37,5,4,5,4,4,4,7,6,4,43,80.0,
Smith Summerlin,1,Lake,5,5,3,4,6,4,4,3,5,39,4,4,5,3,4,3,5,4,4,36,75.0,
Smith Summerlin,2,Ocean,6,3,5,4,3,4,6,4,4,39,5,5,4,5,4,5,4,4,4,40,79.0,
Phillip Kench,1,Lake,5,3,3,4,5,6,4,5,4,39,4,5,4,4,4,3,6,5,5,40,79.0,
Phillip Kench,2,Ocean,5,4,5,5,2,5,4,4,4,38,4,4,4,4,5,4,5,3,4,37,75.0,
Nicholas Turowski,1,Ocean,4,3,4,5,4,3,4,4,3,34,3,5,6,5,4,4,4,4,4,39,73.0,
Nicholas Turowski,2,Lake,5,4,3,5,4,4,3,4,4,36,4,5,9,5,3,4,6,5,4,45,81.0,
Jake Moffitt,1,Ocean,5,4,5,4,2,4,4,5,4,37,3,5,4,5,4,6,6,3,5,41,78.0,
Jake Moffitt,2,Lake,5,4,3,5,4,4,4,3,4,36,4,3,5,3,5,4,6,5,5,40,76.0,
Ron Whittaker,1,Lake,5,5,4,5,6,3,4,4,4,40,3,4,5,3,4,4,6,5,5,39,79.0,
Ron Whittaker,2,Ocean,5,3,5,8,3,4,4,4,4,40,3,6,4,4,3,3,4,3,5,35,75.0,
Barnes Blake,1,Lake,4,5,3,5,4,6,4,4,5,40,4,4,4,2,4,4,5,5,5,37,77.0,
Barnes Blake,2,Ocean,5,3,4,5,3,4,5,4,4,37,3,5,6,4,5,3,5,4,5,40,77.0,
Warren Thomis,1,Lake,5,6,3,4,7,4,4,3,4,40,4,4,6,3,4,3,4,6,6,40,80.0,
Warren Thomis,2,Ocean,5,4,4,5,3,4,4,6,3,38,3,5,4,4,5,5,4,3,4,37,75.0,
Matthew Armstrong,1,Lake,5,3,4,5,5,5,4,4,4,39,4,5,3,5,5,4,5,5,4,40,79.0,
Matthew Armstrong,2,Ocean,6,3,4,5,3,4,4,4,5,38,4,5,5,3,6,4,4,3,4,38,76.0,
Bryan Lee,1,Lake,5,4,3,3,5,4,4,3,5,36,5,4,4,4,5,3,5,5,5,40,76.0,
Bryan Lee,2,Ocean,7,4,5,5,3,4,4,5,3,40,4,7,4,3,5,4,4,4,4,39,79.0,
Eli Spaulding,1,Lake,5,4,4,5,5,5,5,4,4,41,4,4,5,4,4,5,4,6,4,40,81.0,
Eli Spaulding,2,Ocean,4,3,5,5,3,6,5,4,3,38,3,4,5,5,4,4,5,3,3,36,74.0,
Alvaro Muller Baumgart,1,Ocean,4,4,4,6,2,5,4,7,4,40,3,8,4,3,4,4,5,2,6,39,79.0,
Alvaro Muller Baumgart,2,Lake,5,6,5,3,4,5,4,3,4,39,4,5,4,3,4,3,6,4,4,37,76.0,
Todd White,1,Lake,4,4,3,6,6,4,5,4,7,43,4,4,5,3,4,3,6,5,4,38,81.0,
Todd White,2,Ocean,4,4,5,5,4,4,4,4,4,38,3,6,4,4,3,4,4,4,4,36,74.0,
Nate Stevens,1,Ocean,6,4,4,5,3,5,4,5,5,41,3,6,4,4,4,5,4,4,5,39,80.0,
Nate Stevens,2,Lake,4,4,4,5,5,4,4,4,6,40,3,4,5,3,4,2,5,5,4,35,75.0,
Victor Caliguri,1,Lake,5,5,3,4,4,4,4,3,6,38,4,4,4,4,4,3,5,4,4,36,74.0,
Victor Caliguri,2,Ocean,4,3,4,5,3,6,5,5,3,38,4,4,6,5,5,5,5,4,5,43,81.0,
Toby Wilt,1,Lake,6,3,4,5,5,5,4,4,4,40,4,4,5,4,4,3,5,5,4,38,78.0,
Toby Wilt,2,Ocean,5,3,5,6,4,5,4,5,4,41,4,5,4,3,3,4,5,4,4,36,77.0,
Matt Parziale,1,Lake,6,4,4,5,4,5,4,5,4,41,4,4,4,3,4,3,5,3,5,35,76.0,
Matt Parziale,2,Ocean,5,4,4,5,4,4,4,4,4,38,3,5,5,6,3,6,6,3,4,41,79.0,
Ben Cors,1,Lake,7,5,3,5,4,5,6,4,4,43,5,4,4,4,4,4,5,5,5,40,83.0,
Ben Cors,2,Ocean,4,3,4,4,2,4,4,4,4,33,3,5,4,4,5,5,4,3,7,40,73.0,
Keenan Royalty,1,Ocean,4,4,4,6,4,5,5,4,4,40,3,6,4,4,4,5,4,4,3,37,77.0,
Keenan Royalty,2,Lake,5,4,5,5,5,6,3,4,4,41,4,4,4,5,4,3,5,5,4,38,79.0,
Luke Brandler,1,Ocean,4,4,5,5,4,4,5,4,6,41,4,5,5,5,5,4,4,4,5,41,82.0,
Luke Brandler,2,Lake,5,4,4,6,3,4,4,3,5,38,4,4,4,3,4,3,4,5,5,36,74.0,
Tim Hegarty,1,Lake,5,5,3,5,3,5,5,4,4,39,4,5,5,3,4,3,6,5,4,39,78.0,
Tim Hegarty,2,Ocean,5,4,4,6,4,4,4,4,4,39,3,5,6,5,4,3,5,3,5,39,78.0,
Daniel Sullivan,1,Ocean,4,3,5,6,3,4,4,4,4,37,3,5,5,5,5,4,5,4,5,41,78.0,
Daniel Sullivan,2,Lake,5,5,4,4,5,4,4,4,5,40,4,6,5,2,5,3,6,4,3,38,78.0,
Noah McWilliams,1,Ocean,5,4,5,5,3,6,3,5,4,40,4,5,4,4,4,4,4,3,5,37,77.0,
Noah McWilliams,2,Lake,6,4,4,3,5,4,4,4,5,39,4,5,4,4,4,4,5,6,4,40,79.0,
Payton Taylor,1,Ocean,4,4,5,6,3,5,4,6,3,40,4,5,4,4,6,5,4,3,4,39,79.0,
Payton Taylor,2,Lake,5,4,4,5,5,5,3,4,3,38,4,3,5,3,4,3,9,5,4,40,78.0,
Jacob Sosa,1,Lake,5,4,5,3,6,4,4,3,3,37,4,4,4,5,4,3,5,5,7,41,78.0,
Jacob Sosa,2,Ocean,6,5,4,5,3,4,5,4,4,40,3,5,4,4,5,4,5,3,6,39,79.0,
Jaxon Bandelier,1,Ocean,7,3,5,5,3,4,4,3,6,40,4,4,3,4,4,5,6,4,5,39,79.0,
Jaxon Bandelier,2,Lake,6,3,4,4,5,5,4,4,5,40,4,5,5,3,3,3,5,6,4,38,78.0,
Sebastian Kasun,1,Lake,6,4,3,5,5,6,3,3,5,40,6,5,4,3,6,3,5,5,4,41,81.0,
Sebastian Kasun,2,Ocean,6,3,4,5,4,4,5,4,5,40,2,5,4,3,3,5,5,3,6,36,76.0,
Josh Ince,1,Lake,6,4,4,5,4,3,3,4,3,36,5,5,4,4,4,4,6,7,4,43,79.0,
Josh Ince,2,Ocean,4,5,4,5,3,7,4,4,4,40,5,6,4,4,4,3,5,3,4,38,78.0,
Parker Paxton,1,Ocean,6,3,5,5,3,6,6,4,4,42,3,5,4,4,5,5,4,3,5,38,80.0,
Parker Paxton,2,Lake,4,6,3,4,5,4,4,4,3,37,4,5,4,2,5,4,6,6,4,40,77.0,
Richard Teder,1,Ocean,5,3,4,5,3,3,4,4,5,36,4,6,4,3,4,4,4,3,5,37,73.0,
Richard Teder,2,Lake,5,5,4,4,5,6,5,4,5,43,4,3,6,3,5,3,6,6,5,41,84.0,
Kevin Gillick,1,Ocean,5,4,4,5,3,4,5,4,3,37,3,5,4,4,5,4,5,3,5,38,75.0,
Kevin Gillick,2,Lake,5,5,3,4,4,5,4,4,5,39,5,4,5,5,6,3,5,5,5,43,82.0,
Peter Kim,1,Lake,6,4,3,5,5,5,4,3,4,39,4,4,4,3,4,3,5,5,4,36,75.0,
Peter Kim,2,Ocean,6,3,4,5,3,6,6,5,4,42,3,8,4,5,5,4,4,3,4,40,82.0,
Greg Sanders,1,Ocean,4,4,5,6,3,7,4,5,3,41,4,5,4,5,5,5,4,3,4,39,80.0,
Greg Sanders,2,Lake,6,3,4,4,5,4,4,4,4,38,5,4,5,3,4,3,5,5,5,39,77.0,
Ty Adkins,1,Ocean,5,3,5,6,6,4,6,4,4,43,4,5,4,4,5,4,4,3,6,39,82.0,
Ty Adkins,2,Lake,5,4,5,5,4,4,3,5,3,38,5,4,4,2,5,2,6,6,4,38,76.0,
Robi Calvesbert,1,Ocean,6,3,4,5,4,4,3,4,6,39,3,5,5,5,5,6,3,4,5,41,80.0,
Robi Calvesbert,2,Lake,5,4,4,4,4,4,6,3,5,39,6,4,4,4,3,3,5,5,5,39,78.0,
Fred Allen Meyer,1,Lake,5,3,5,5,5,5,4,4,6,42,5,4,4,3,3,3,6,4,5,37,79.0,
Fred Allen Meyer,2,Ocean,5,4,4,6,2,4,4,4,4,37,3,7,5,6,4,5,4,3,5,42,79.0,
Ben Gregg,1,Ocean,5,3,8,7,3,4,4,4,4,42,4,5,5,4,5,4,3,4,5,39,81.0,
Ben Gregg,2,Lake,5,3,4,4,4,5,3,4,4,36,5,5,5,4,4,3,6,4,5,41,77.0,
Hunter Smith,1,Ocean,5,3,5,4,4,5,5,7,4,42,3,8,4,5,4,4,4,3,5,40,82.0,
Hunter Smith,2,Lake,4,4,4,4,5,4,3,5,4,37,5,5,5,3,4,3,5,6,3,39,76.0,
Owen Elliott,1,Ocean,5,4,5,5,2,4,5,5,4,39,3,7,4,3,5,5,5,3,5,40,79.0,
Owen Elliott,2,Lake,5,5,4,4,4,6,5,3,3,39,6,5,3,3,4,4,6,4,5,40,79.0,
Matt Mitchell,1,Ocean,5,4,5,5,4,4,4,6,4,41,4,5,5,5,4,4,5,3,4,39,80.0,
Matt Mitchell,2,Lake,5,4,3,5,4,5,5,3,4,38,4,5,4,3,4,4,5,6,6,41,79.0,
Connor McNeely,1,Lake,5,4,3,4,6,5,4,3,5,39,4,4,5,3,3,3,6,6,4,38,77.0,
Connor McNeely,2,Ocean,7,4,4,5,3,5,4,4,4,40,3,7,6,5,3,5,6,3,4,42,82.0,
Michael Winslow,1,Lake,6,4,4,6,5,5,4,3,4,41,4,4,5,3,5,5,6,5,5,42,83.0,
Michael Winslow,2,Ocean,4,4,4,5,3,4,4,4,4,36,3,5,5,5,5,4,5,3,5,40,76.0,
Kevin Lydon,1,Ocean,5,6,5,5,4,4,4,4,4,41,4,6,4,4,4,5,4,4,8,43,84.0,
Kevin Lydon,2,Lake,4,5,4,4,4,5,4,4,4,38,4,4,4,3,5,2,5,6,4,37,75.0,
Peter Myers,1,Lake,5,6,4,5,4,3,6,3,4,40,4,4,5,3,4,3,6,6,4,39,79.0,
Peter Myers,2,Ocean,6,5,4,6,3,6,4,6,4,44,3,5,5,3,4,5,3,3,5,36,80.0,
Michael Walsh,1,Ocean,6,3,5,5,4,4,5,4,4,40,3,6,4,5,3,5,4,4,4,38,78.0,
Michael Walsh,2,Lake,6,5,3,3,7,5,4,4,4,41,4,4,7,4,5,3,6,4,4,41,82.0,
Ben Haggin,1,Ocean,6,3,6,4,2,6,6,4,5,42,3,5,5,6,4,4,5,3,4,39,81.0,
Ben Haggin,2,Lake,5,4,4,5,4,4,6,3,4,39,4,4,5,4,5,3,5,5,5,40,79.0,
Alejandro Fierro,1,Ocean,5,3,6,6,4,5,4,4,4,41,4,5,6,5,5,6,4,3,4,42,83.0,
Alejandro Fierro,2,Lake,5,4,3,4,4,5,5,3,5,38,4,4,5,3,4,3,5,6,5,39,77.0,
Ieuan Jones,1,Ocean,5,4,4,4,5,4,4,4,4,38,3,7,4,4,5,4,4,2,4,37,75.0,
Ieuan Jones,2,Lake,5,4,4,5,4,5,4,3,5,39,6,6,5,5,4,3,6,6,5,46,85.0,
Carson Skarperud,1,Ocean,5,3,4,5,4,9,6,3,5,44,3,5,3,5,4,4,4,3,6,37,81.0,
Carson Skarperud,2,Lake,5,4,4,5,5,4,4,4,4,39,5,5,5,3,7,3,5,4,4,41,80.0,
Luke Metzger,1,Lake,5,8,3,4,4,6,3,4,3,40,5,6,5,3,4,3,5,6,7,44,84.0,
Luke Metzger,2,Ocean,4,3,6,5,4,4,5,4,5,40,3,4,4,5,5,4,4,3,5,37,77.0,
Jake Ackerman,1,Ocean,4,4,5,6,4,5,5,6,4,43,2,6,4,4,5,4,5,3,5,38,81.0,
Jake Ackerman,2,Lake,4,5,4,4,6,4,4,5,5,41,4,4,5,4,3,3,7,5,5,40,81.0,
Jake Bauer,1,Lake,4,5,4,4,3,5,5,6,4,40,4,5,5,3,4,3,5,4,5,38,78.0,
Jake Bauer,2,Ocean,5,6,4,5,4,4,4,6,6,44,4,4,5,6,4,3,4,4,7,41,85.0,
Brian Blalock,1,Ocean,6,4,6,3,3,4,5,5,4,40,3,6,4,5,5,5,4,4,5,41,81.0,
Brian Blalock,2,Lake,6,6,4,4,4,7,4,5,4,44,4,4,3,3,8,3,6,4,4,39,83.0,
Jacob Kutner,1,Lake,5,5,4,5,4,5,5,3,4,40,4,7,4,4,4,3,5,5,4,40,80.0,
Jacob Kutner,2,Ocean,4,3,5,5,3,4,4,4,4,36,7,7,4,5,7,5,5,4,4,48,84.0,
Alex Zurat,1,Lake,5,6,4,4,5,4,4,4,4,40,5,5,4,3,4,2,7,6,5,41,81.0,
Alex Zurat,2,Ocean,6,4,5,4,4,6,4,6,5,44,3,5,5,4,5,5,5,3,5,40,84.0,
Luke Dugger,1,Ocean,7,4,5,5,3,4,4,7,4,43,3,5,5,4,5,5,4,4,4,39,82.0,
Luke Dugger,2,Lake,5,5,3,5,8,4,5,3,4,42,7,4,4,4,4,3,6,5,5,42,84.0,
Chandler Mulkey,1,Lake,6,5,5,5,5,5,4,5,4,44,5,4,4,4,5,4,6,6,5,43,87.0,
Chandler Mulkey,2,Ocean,5,3,5,5,4,5,3,4,4,38,4,8,4,5,5,5,5,5,5,46,84.0,
Rintaro Nakano,1,Lake,5,5,3,5,4,4,5,4,4,39,4,4,4,3,4,3,5,5,4,36,75.0,
Rintaro Nakano,2,Ocean,4,3,4,5,3,4,3,4,4,34,3,5,4,3,3,4,4,3,4,33,67.0,
Connor Graham,1,Lake,5,4,2,4,4,4,4,4,5,36,3,4,4,4,4,3,6,5,3,36,72.0,
Connor Graham,2,Ocean,4,4,5,4,4,5,4,4,3,37,3,4,4,3,4,4,4,3,4,33,70.0,
Max Herendeen,1,Ocean,5,3,4,5,4,4,4,3,4,36,3,4,4,4,4,4,3,2,5,33,69.0,
Max Herendeen,2,Lake,4,5,3,4,3,6,3,5,4,37,4,4,4,3,4,3,5,5,4,36,73.0,
Andrew Tan,1,Lake,4,4,3,4,4,5,4,6,3,37,4,4,4,3,5,3,7,5,3,38,75.0,
Andrew Tan,2,Ocean,4,3,3,5,3,4,4,4,4,34,2,5,3,4,4,5,3,3,4,33,67.0,
Aston Lim,1,Ocean,4,4,4,5,2,4,4,4,5,36,4,5,4,3,4,3,4,4,4,35,71.0,
Aston Lim,2,Lake,5,4,3,6,4,4,4,3,4,37,4,4,3,3,4,3,4,5,4,34,71.0,
Jackson Herrington,1,Lake,4,4,3,5,3,5,3,3,3,33,4,4,5,2,4,3,5,5,4,36,69.0,
Jackson Herrington,2,Ocean,4,4,5,4,4,4,4,4,6,39,3,5,4,3,4,4,4,3,4,34,73.0,
Cohen Trolio,1,Lake,5,4,4,4,5,4,4,3,4,37,4,4,5,2,3,3,6,5,3,35,72.0,
Cohen Trolio,2,Ocean,4,3,4,5,2,6,4,3,4,35,3,5,4,4,5,3,4,3,4,35,70.0,
Nathan Piatt,1,Lake,5,4,4,5,4,4,3,2,4,35,3,4,4,4,7,4,5,5,4,40,75.0,
Nathan Piatt,2,Ocean,5,3,5,4,3,4,4,4,4,36,3,4,4,4,5,3,5,3,5,36,72.0,
Omar Tejeira,1,Lake,4,5,4,5,4,5,3,5,4,39,4,5,4,3,4,4,6,6,3,39,78.0,
Omar Tejeira,2,Ocean,4,3,5,4,3,4,4,4,5,36,2,5,4,4,4,5,4,3,4,35,71.0,
Hunter Swanson,1,Lake,6,5,4,4,4,4,4,3,4,38,4,5,5,3,4,3,5,4,4,37,75.0,
Hunter Swanson,2,Ocean,5,3,4,5,3,4,7,3,4,38,3,4,5,4,4,5,4,3,6,38,76.0,
Preston Stout,1,Ocean,4,4,4,4,3,3,4,5,3,34,3,4,4,3,4,5,4,3,3,33,67.0,
Preston Stout,2,Lake,4,4,3,4,4,4,3,3,3,32,4,4,5,2,4,2,4,4,4,33,65.0,
Tommy Morrison,1,Ocean,4,3,4,5,2,4,3,4,3,32,2,5,4,4,4,4,4,3,4,34,66.0,
Tommy Morrison,2,Lake,4,3,3,4,5,4,4,3,3,33,4,4,4,3,4,2,5,5,4,35,68.0,
Miles Russell,1,Lake,5,4,3,5,5,5,2,3,4,36,4,4,4,3,4,3,4,4,4,34,70.0,
Miles Russell,2,Ocean,4,4,4,4,3,3,4,3,3,32,3,5,5,4,3,4,4,2,4,34,66.0,
Logan Reilly,1,Ocean,4,3,4,4,3,5,3,3,4,33,4,6,5,3,3,4,4,2,3,34,67.0,
Logan Reilly,2,Lake,5,3,4,5,4,4,3,4,3,35,5,3,4,3,4,3,5,4,4,35,70.0,
Nate Smith,1,Lake,5,4,3,4,4,4,3,3,4,34,4,4,3,4,4,3,4,4,5,35,69.0,
Nate Smith,2,Ocean,4,3,3,4,3,4,4,4,4,33,2,5,5,4,4,4,4,3,5,36,69.0,
Reed Greyserman,1,Lake,5,5,3,4,4,4,3,3,5,36,3,4,4,3,3,3,5,4,4,33,69.0,
Reed Greyserman,2,Ocean,4,3,4,5,3,5,4,4,3,35,3,4,4,4,4,4,4,3,4,34,69.0,
Bryan Kim,1,Lake,4,4,6,4,3,4,4,3,3,35,5,4,4,2,4,4,4,4,4,35,70.0,
Bryan Kim,2,Ocean,4,3,4,5,2,4,3,4,4,33,3,5,4,5,4,4,4,3,3,35,68.0,
Daniel Bennett,1,Ocean,5,3,4,5,3,4,4,3,3,34,3,6,4,4,4,4,4,3,3,35,69.0,
Daniel Bennett,2,Lake,5,3,3,3,4,4,5,3,5,35,4,4,4,3,4,3,5,4,4,35,70.0,
Daniel Svärd,1,Ocean,4,4,4,4,3,4,3,3,3,32,3,4,5,3,6,4,4,3,4,36,68.0,
Daniel Svärd,2,Lake,5,5,3,5,3,5,5,3,4,38,3,4,4,2,4,3,4,5,4,33,71.0,
Jase Summy,1,Lake,5,4,3,4,5,3,4,2,4,34,4,4,4,3,4,3,5,5,4,36,70.0,
Jase Summy,2,Ocean,5,3,4,4,3,5,3,3,3,33,4,5,4,4,4,4,4,3,4,36,69.0,
