PLAYER,POS,POS_RANK,IS_TIED,CTRY,TO_PAR,MADE_CUT,CUT_MARGIN,ROUND_1_COURSE,ROUND_1_SCORE,ROUND_1_TO_PAR,ROUND_2_COURSE,ROUND_2_START,ROUND_2_SCORE,ROUND_2_TO_PAR,TOTAL_SCORE,COURSE_SEQUENCE,R1_HOLE_1,R1_HOLE_2,R1_HOLE_3,R1_HOLE_4,R1_HOLE_5,R1_HOLE_6,R1_HOLE_7,R1_HOLE_8,R1_HOLE_9,R1_HOLE_10,R1_HOLE_11,R1_HOLE_12,R1_HOLE_13,R1_HOLE_14,R1_HOLE_15,R1_HOLE_16,R1_HOLE_17,R1_HOLE_18,R1_OUT,R1_IN,R2_HOLE_1,R2_HOLE_2,R2_HOLE_3,R2_HOLE_4,R2_HOLE_5,R2_HOLE_6,R2_HOLE_7,R2_HOLE_8,R2_HOLE_9,R2_HOLE_10,R2_HOLE_11,R2_HOLE_12,R2_HOLE_13,R2_HOLE_14,R2_HOLE_15,R2_HOLE_16,R2_HOLE_17,R2_HOLE_18,R2_OUT,R2_IN,R1_EAGLES,R1_BIRDIES,R1_PARS,R1_BOGEYS,R1_DOUBLES_PLUS,R2_EAGLES,R2_BIRDIES,R2_PARS,R2_BOGEYS,R2_DOUBLES_PLUS,BEST_NINE_SCORE,BEST_NINE_LABEL,ROUND_DIFFERENTIAL,IMPROVED_R2,SCORING_AVERAGE,CONSISTENCY_SCORE,LAKE_SCORE,OCEAN_SCORE,COURSE_DIFFERENTIAL,R1_FRONT_VS_BACK,R2_FRONT_VS_BACK,STARTED_HOT,FINISHED_STRONG,MOMENTUM_SCORE,R1_RANK,R2_RANK,RANK_CHANGE,PERCENTILE,HAS_COMPLETE_HOLES,MISSING_HOLES_COUNT
Oliver Cage,T95,95,True,England,+6,False,-31,Lake,75,5,Ocean,Back,71,1,146,Lake→Ocean,4,4,4,5,5,4,4,4,4,4,4,5,3,5,2,4,5,5,38,37,4,3,4,4,3,5,6,5,4,3,4,5,4,3,3,4,3,4,38,33,0.0,2.0,9.0,7.0,0.0,0.0,4.0,10.0,3.0,1.0,33,R2 Back,-4,True,73.0,4,75,71,4,1,5,False,True,1.8,,95,,30.448717948717945,True,0
Luke Powell,T95,95,True,United States of America,+6,False,-31,Ocean,73,3,Lake,Back,73,3,146,Ocean→Lake,4,4,4,5,2,5,4,4,4,3,5,4,4,3,5,5,3,5,36,37,5,4,4,4,5,4,3,3,3,4,5,4,3,5,3,5,4,5,35,38,0.0,2.0,11.0,5.0,0.0,0.0,3.0,9.0,6.0,0.0,35,R2 Front,0,False,73.0,0,73,73,0,-1,-3,True,False,1.0,,95,,30.448717948717945,True,0
Daniel Stringfellow,T95,95,True,United States of America,+6,False,-31,Lake,72,2,Ocean,Front,74,4,146,Lake→Ocean,4,4,3,4,4,4,4,4,4,4,4,5,3,4,3,5,4,5,35,37,6,3,4,5,2,5,5,4,3,3,5,4,4,5,4,5,3,4,37,37,0.0,1.0,14.0,3.0,0.0,0.0,2.0,11.0,4.0,1.0,35,R1 Front,2,False,73.0,2,72,74,-2,-2,0,True,False,0.6,,95,,30.448717948717945,True,0
Matthew Troutman,T95,95,True,United States of America,+6,False,-31,Ocean,71,1,Lake,Front,75,5,146,Ocean→Lake,4,3,4,5,3,4,3,3,4,4,5,4,4,4,5,4,3,5,33,38,4,5,4,4,5,4,4,3,5,4,4,4,3,5,3,5,4,5,38,37,0.0,2.0,13.0,3.0,0.0,0.0,1.0,11.0,6.0,0.0,33,R1 Front,4,False,73.0,4,75,71,4,-5,1,True,True,1.2,,95,,30.448717948717945,True,0
Anthony Delisanti,T95,95,True,United States of America,+6,False,-31,Lake,72,2,Ocean,Front,74,4,146,Lake→Ocean,4,4,4,3,4,4,3,4,4,5,5,5,4,4,3,4,5,3,34,38,5,3,4,4,4,4,4,5,4,4,5,3,5,4,3,4,2,7,37,37,0.0,4.0,8.0,6.0,0.0,0.0,4.0,8.0,5.0,1.0,34,R1 Front,2,False,73.0,2,72,74,-2,-4,0,True,False,0.6,,95,,30.448717948717945,True,0
Andrew Ramos,T95,95,True,United States of America,+6,False,-31,Ocean,73,3,Lake,Front,73,3,146,Ocean→Lake,4,4,4,5,3,5,5,4,4,3,5,3,4,3,5,4,4,4,38,35,5,4,3,4,3,5,3,3,5,4,4,4,3,4,3,6,5,5,35,38,0.0,2.0,11.0,5.0,0.0,0.0,2.0,11.0,5.0,0.0,35,R1 Back,0,False,73.0,0,73,73,0,3,-3,False,False,0.0,,95,,30.448717948717945,True,0
Eric Doyle,T95,95,True,United States of America,+6,False,-31,Lake,70,0,Ocean,Front,76,6,146,Lake→Ocean,4,4,3,4,4,4,4,4,4,3,4,4,3,4,3,5,5,4,35,35,4,3,4,5,2,4,6,4,3,3,7,4,4,5,6,4,2,6,35,41,0.0,1.0,16.0,1.0,0.0,0.0,3.0,10.0,1.0,4.0,35,R1 Front,6,False,73.0,6,70,76,-6,0,-6,False,False,-1.2,,95,,30.448717948717945,True,0
Cole Rueck,T95,95,True,United States of America,+6,False,-31,Lake,75,5,Ocean,Back,71,1,146,Lake→Ocean,5,5,3,3,5,4,4,4,4,6,5,4,3,3,3,5,5,4,37,38,5,3,4,4,3,4,4,3,4,3,5,4,5,3,5,4,3,5,34,37,0.0,2.0,10.0,5.0,1.0,0.0,3.0,11.0,4.0,0.0,34,R2 Front,-4,True,73.0,4,75,71,4,-1,-3,True,False,1.8,,95,,30.448717948717945,True,0
Billy Dowling,T95,95,True,Australia,+6,False,-31,Ocean,74,4,Lake,Front,72,2,146,Ocean→Lake,5,3,4,5,3,5,4,4,3,3,5,4,4,5,5,5,3,4,36,38,4,4,3,4,6,3,3,4,4,4,3,4,3,4,3,8,5,3,35,37,0.0,1.0,12.0,5.0,0.0,0.0,4.0,11.0,1.0,2.0,35,R2 Front,-2,True,73.0,2,72,74,-2,-2,-2,True,False,1.4,,95,,30.448717948717945,True,0
Tyler Mawhinney,T95,95,True,United States of America,+6,False,-31,Ocean,76,6,Lake,Front,70,0,146,Ocean→Lake,4,4,4,6,4,4,6,4,5,2,5,4,5,3,5,4,3,4,41,35,4,4,4,4,5,4,4,4,4,4,4,3,2,3,3,5,5,4,37,33,0.0,2.0,9.0,6.0,1.0,0.0,3.0,12.0,3.0,0.0,33,R2 Back,-6,True,73.0,6,70,76,-6,6,4,False,True,2.2,,95,,30.448717948717945,True,0
Bailey Sutter,T95,95,True,United States of America,+6,False,-31,Lake,74,4,Ocean,Back,72,2,146,Lake→Ocean,5,4,4,4,4,4,4,2,5,3,5,5,3,5,3,6,4,4,36,38,4,3,5,5,2,4,4,4,4,3,5,4,4,5,4,3,3,6,35,37,0.0,3.0,8.0,7.0,0.0,0.0,2.0,13.0,2.0,1.0,35,R2 Front,-2,True,73.0,2,74,72,2,-2,-2,True,False,1.4,,95,,30.448717948717945,True,0
Maxwell Tjoa,T115,115,True,United States of America,+7,False,-51,Ocean,74,4,Lake,Back,73,3,147,Ocean→Lake,4,4,5,4,3,4,4,4,4,3,5,4,4,5,4,5,3,5,36,38,5,4,4,5,4,4,5,3,4,4,4,5,3,3,3,5,5,3,38,35,0.0,1.0,12.0,5.0,0.0,0.0,2.0,11.0,5.0,0.0,35,R2 Back,-1,True,73.5,1,73,74,-1,-2,3,True,True,2.2,,115,,36.858974358974365,True,0
Tyler Watts,T115,115,True,United States of America,+7,False,-51,Lake,75,5,Ocean,Front,72,2,147,Lake→Ocean,5,4,4,5,5,4,6,4,4,3,4,4,3,3,3,5,5,4,41,34,4,3,4,4,3,4,4,4,5,3,5,4,4,5,4,4,4,4,35,37,0.0,2.0,10.0,5.0,1.0,0.0,1.0,14.0,3.0,0.0,34,R1 Back,-3,True,73.5,3,75,72,3,7,-2,False,False,0.6,,115,,36.858974358974365,True,0
Mike Calef,T115,115,True,United States of America,+7,False,-51,Lake,75,5,Ocean,Front,72,2,147,Lake→Ocean,5,4,4,4,5,4,4,2,4,5,5,5,3,4,3,5,5,4,36,39,5,4,4,4,3,4,5,3,3,3,5,4,4,4,5,4,3,5,35,37,0.0,1.0,11.0,6.0,0.0,0.0,3.0,10.0,5.0,0.0,35,R2 Front,-3,True,73.5,3,75,72,3,-3,-2,True,False,1.6,,115,,36.858974358974365,True,0
Matt Fast,T115,115,True,United States of America,+7,False,-51,Lake,74,4,Ocean,Back,73,3,147,Lake→Ocean,5,5,3,4,4,4,4,3,5,4,4,4,3,5,4,5,4,4,37,37,4,3,7,5,2,4,5,4,5,3,4,4,4,4,4,4,3,4,39,34,0.0,1.0,12.0,5.0,0.0,0.0,2.0,13.0,2.0,1.0,34,R2 Back,-1,True,73.5,1,74,73,1,0,5,False,True,1.2,,115,,36.858974358974365,True,0
Matthew Dodd-Berry,T115,115,True,England,+7,False,-51,Lake,72,2,Ocean,Front,75,5,147,Lake→Ocean,5,4,3,4,5,4,2,4,4,3,4,5,4,5,2,5,4,5,35,37,4,4,4,5,4,3,4,3,4,4,5,4,5,5,4,4,4,5,35,40,1.0,3.0,7.0,7.0,0.0,0.0,2.0,9.0,7.0,0.0,35,R1 Front,3,False,73.5,3,72,75,-3,-2,-5,True,False,0.4,,115,,36.858974358974365,True,0
Jack Wieler,T115,115,True,United States of America,+7,False,-51,Lake,75,5,Ocean,Back,72,2,147,Lake→Ocean,4,5,5,4,5,4,5,3,4,3,4,5,3,4,3,5,5,4,39,36,6,3,4,4,4,4,3,4,4,3,5,6,4,4,4,4,3,3,36,36,0.0,1.0,12.0,4.0,1.0,0.0,3.0,12.0,1.0,2.0,36,R1 Back,-3,True,73.5,3,75,72,3,3,0,False,False,0.6,,115,,36.858974358974365,True,0
Ashton McCulloch,T115,115,True,Canada,+7,False,-51,Lake,76,6,Ocean,Front,71,1,147,Lake→Ocean,5,4,3,5,5,5,4,4,4,4,5,4,2,4,3,6,4,5,39,37,3,3,4,5,3,4,4,4,4,4,4,3,4,5,5,5,3,4,34,37,0.0,2.0,8.0,8.0,0.0,0.0,3.0,11.0,4.0,0.0,34,R2 Front,-5,True,73.5,5,76,71,5,2,-3,False,False,1.0,,115,,36.858974358974365,True,0
Bryce Wheeler,T115,115,True,United States of America,+7,False,-51,Ocean,73,3,Lake,Back,74,4,147,Ocean→Lake,4,4,5,5,3,3,4,4,4,3,5,4,4,4,5,4,2,6,36,37,5,4,4,4,5,5,4,2,4,4,4,4,3,5,3,5,5,4,37,37,0.0,2.0,12.0,3.0,1.0,0.0,1.0,12.0,5.0,0.0,36,R1 Front,1,False,73.5,1,74,73,1,-1,0,True,False,0.8,,115,,36.858974358974365,True,0
Nathan Piatt,T115,115,True,United States of America,+7,False,-51,Lake,75,5,Ocean,Back,72,2,147,Lake→Ocean,5,4,4,5,4,4,3,2,4,3,4,4,4,7,4,5,5,4,35,40,5,3,5,4,3,4,4,4,4,3,4,4,4,5,3,5,3,5,36,36,0.0,3.0,9.0,5.0,1.0,0.0,3.0,10.0,5.0,0.0,35,R1 Front,-3,True,73.5,3,75,72,3,-5,0,True,False,1.6,,115,,36.858974358974365,True,0
Zach Kingsland,T115,115,True,United States of America,+7,False,-51,Ocean,72,2,Lake,Front,75,5,147,Ocean→Lake,4,3,5,5,3,4,4,4,5,3,5,3,3,3,5,5,3,5,37,35,5,4,4,5,4,4,3,3,5,4,4,4,5,4,4,4,5,4,37,38,0.0,3.0,10.0,5.0,0.0,0.0,2.0,10.0,5.0,1.0,35,R1 Back,3,False,73.5,3,75,72,3,2,-1,False,False,-0.6,,115,,36.858974358974365,True,0
Christian Johnson,T115,115,True,United States of America,+7,False,-51,Lake,73,3,Ocean,Back,74,4,147,Lake→Ocean,6,4,3,4,4,5,5,3,4,4,4,5,2,4,3,5,4,4,38,35,4,4,5,5,3,4,6,3,3,4,5,4,3,5,4,4,3,5,37,37,0.0,2.0,12.0,3.0,1.0,0.0,3.0,9.0,5.0,1.0,35,R1 Back,1,False,73.5,1,73,74,-1,3,0,False,False,-0.2,,115,,36.858974358974365,True,0
William McDonald,T115,115,True,United States of America,+7,False,-51,Lake,72,2,Ocean,Front,75,5,147,Lake→Ocean,5,5,3,4,4,4,4,3,4,4,4,5,2,3,3,5,5,5,36,36,5,3,4,5,3,4,5,3,4,3,4,4,4,5,4,4,5,6,36,39,0.0,2.0,12.0,4.0,0.0,0.0,2.0,11.0,3.0,2.0,36,R1 Front,3,False,73.5,3,72,75,-3,0,-3,False,False,-0.6,,115,,36.858974358974365,True,0
Anh Minh Nguyen,T115,115,True,Vietnam,+7,False,-51,Ocean,71,1,Lake,Back,76,6,147,Ocean→Lake,5,3,4,5,3,4,5,4,3,3,6,4,4,4,5,3,3,3,36,35,4,4,4,4,5,7,4,3,3,4,6,6,3,4,3,5,4,3,38,38,0.0,3.0,11.0,4.0,0.0,0.0,3.0,10.0,2.0,3.0,35,R1 Back,5,False,73.5,5,76,71,5,1,0,False,False,-1.0,,115,,36.858974358974365,True,0
Cameron Adam,T115,115,True,Scotland,+7,False,-51,Ocean,76,6,Lake,Back,70,0,146,Ocean→Lake,5,3,4,4,3,3,4,4,5,3,5,4,6,4,5,5,4,5,35,41,3,4,4,5,4,4,3,3,5,4,4,4,3,4,3,5,5,3,35,35,0.0,2.0,9.0,6.0,1.0,0.0,3.0,12.0,3.0,0.0,35,R1 Front,-6,True,73.0,6,70,76,-6,-6,0,True,False,2.2,,115,,36.858974358974365,True,0
Lorenzo Rodriguez,T129,129,True,United States of America,+8,False,-65,Ocean,72,2,Lake,Back,76,6,148,Ocean→Lake,4,2,4,4,3,4,4,3,4,5,5,5,4,4,4,5,4,4,32,40,4,4,4,5,5,3,4,3,4,5,4,5,3,5,3,5,5,5,36,40,0.0,3.0,11.0,3.0,1.0,0.0,1.0,10.0,7.0,0.0,32,R1 Front,4,False,74.0,4,76,72,4,-8,-4,True,False,0.19999999999999996,,129,,41.34615384615385,True,0
Jay Mendell,T129,129,True,United States of America,+8,False,-65,Ocean,75,5,Lake,Front,73,3,148,Ocean→Lake,4,4,3,5,2,5,5,4,4,3,5,5,4,5,5,4,4,4,36,39,4,3,4,5,4,4,4,4,4,5,5,4,3,4,3,4,5,4,36,37,0.0,2.0,9.0,7.0,0.0,0.0,2.0,11.0,5.0,0.0,36,R1 Front,-2,True,74.0,2,73,75,-2,-3,-1,True,False,1.4,,129,,41.34615384615385,True,0
Daniel Suter,T129,129,True,United States of America,+8,False,-65,Lake,80,10,Ocean,Back,68,-2,148,Lake→Ocean,4,4,3,5,6,4,4,4,5,4,6,4,3,4,3,6,5,6,39,41,5,3,4,5,2,4,4,4,3,2,4,4,4,3,5,5,4,3,34,34,0.0,0.0,11.0,4.0,3.0,0.0,6.0,8.0,4.0,0.0,34,R2 Front,-12,True,74.0,12,80,68,12,-2,0,True,False,3.4,,129,,41.34615384615385,True,0
Cayden Pope,T129,129,True,United States of America,+8,False,-65,Lake,78,8,Ocean,Front,70,0,148,Lake→Ocean,5,5,3,5,4,4,3,4,4,5,4,6,4,4,3,5,6,4,37,41,4,4,4,5,3,5,4,3,4,3,5,5,4,4,4,4,2,3,36,34,0.0,1.0,9.0,7.0,1.0,0.0,3.0,12.0,3.0,0.0,34,R2 Back,-8,True,74.0,8,78,70,8,-4,2,True,True,3.6,,129,,41.34615384615385,True,0
Tyson Shelley,T129,129,True,United States of America,+8,False,-65,Ocean,72,2,Lake,Front,76,6,148,Ocean→Lake,4,3,6,5,2,4,4,4,4,3,5,4,3,5,4,4,4,4,36,36,5,6,3,4,5,4,3,3,4,4,5,5,4,4,2,5,6,4,37,39,0.0,2.0,13.0,2.0,1.0,0.0,2.0,9.0,6.0,1.0,36,R1 Front,4,False,74.0,4,76,72,4,0,-2,False,False,-0.8,,129,,41.34615384615385,True,0
Lance Simpson,T129,129,True,United States of America,+8,False,-65,Lake,72,2,Ocean,Front,76,6,148,Lake→Ocean,4,4,3,4,3,4,4,2,4,5,5,5,3,3,3,7,5,4,32,40,4,5,4,5,3,4,4,4,6,4,4,4,4,5,4,4,3,5,39,37,0.0,3.0,11.0,3.0,1.0,0.0,1.0,12.0,3.0,2.0,32,R1 Front,4,False,74.0,4,72,76,-4,-8,2,True,True,1.2,,129,,41.34615384615385,True,0
Noah Kent,T129,129,True,United States of America,+8,False,-65,Ocean,74,4,Lake,Front,74,4,148,Ocean→Lake,4,4,4,5,3,4,4,4,4,3,5,4,4,4,4,4,3,7,36,38,4,4,3,4,5,4,3,3,4,5,4,4,4,4,3,5,6,5,34,40,0.0,0.0,16.0,1.0,1.0,0.0,1.0,12.0,5.0,0.0,34,R2 Front,0,False,74.0,0,74,74,0,-2,-6,True,False,1.0,,129,,41.34615384615385,True,0
Nicholas Prieto,T129,129,True,United States of America,+8,False,-65,Lake,78,8,Ocean,Front,70,0,148,Lake→Ocean,5,5,3,5,5,5,4,4,4,4,5,5,3,4,3,5,5,4,40,38,6,3,4,5,3,3,5,3,3,3,6,4,4,4,4,3,3,4,35,35,0.0,0.0,10.0,8.0,0.0,0.0,4.0,11.0,2.0,1.0,35,R2 Front,-8,True,74.0,8,78,70,8,2,0,False,False,1.6,,129,,41.34615384615385,True,0
Gabriel Palacios,T129,129,True,Guatemala,+8,False,-65,Lake,75,5,Ocean,Back,73,3,148,Lake→Ocean,5,5,5,4,6,4,5,3,3,4,4,5,3,3,3,5,4,4,40,35,4,3,5,5,3,5,3,3,4,3,7,4,4,4,5,4,3,4,35,38,0.0,3.0,9.0,4.0,2.0,0.0,2.0,12.0,3.0,1.0,35,R1 Back,-2,True,74.0,2,75,73,2,5,-3,False,False,0.4,,129,,41.34615384615385,True,0
Keigo Takehara,T129,129,True,Japan,+8,False,-65,Ocean,76,6,Lake,Back,72,2,148,Ocean→Lake,5,3,4,5,2,4,4,4,4,3,7,4,5,5,5,5,3,4,35,41,5,4,3,4,4,4,4,3,4,5,4,3,3,4,3,6,4,5,35,37,0.0,1.0,11.0,5.0,1.0,0.0,2.0,12.0,4.0,0.0,35,R1 Front,-4,True,74.0,4,72,76,-4,-6,-2,True,False,1.8,,129,,41.34615384615385,True,0
Baron Szeto,T129,129,True,United States of America,+8,False,-65,Ocean,71,1,Lake,Front,77,7,148,Ocean→Lake,4,3,4,5,3,5,4,4,5,2,5,4,4,4,4,4,3,4,37,34,6,5,5,4,4,6,3,4,4,4,4,4,3,5,2,5,5,4,41,36,0.0,1.0,15.0,2.0,0.0,0.0,2.0,10.0,3.0,3.0,34,R1 Back,6,False,74.0,6,77,71,6,3,5,False,True,-0.19999999999999996,,129,,41.34615384615385,True,0
Jack Turner,T129,129,True,United States of America,+8,False,-65,Lake,75,5,Ocean,Back,73,3,148,Lake→Ocean,5,4,4,4,5,5,3,3,4,4,6,5,3,4,3,5,5,3,37,38,4,3,5,5,3,4,4,4,3,3,4,5,5,6,4,4,3,4,35,38,0.0,2.0,10.0,5.0,1.0,0.0,2.0,12.0,3.0,1.0,35,R2 Front,-2,True,74.0,2,75,73,2,-1,-3,True,False,1.4,,129,,41.34615384615385,True,0
Tomas Restrepo,T129,129,True,Colombia,+8,False,-65,Lake,75,5,Ocean,Front,73,3,148,Lake→Ocean,5,4,3,4,4,4,4,3,5,5,4,4,4,3,4,4,5,6,36,39,5,3,4,3,3,4,4,4,4,3,6,5,5,4,4,4,4,4,34,39,0.0,2.0,10.0,5.0,1.0,1.0,0.0,12.0,5.0,0.0,34,R2 Front,-2,True,74.0,2,75,73,2,-3,-5,True,False,1.4,,129,,41.34615384615385,True,0
Parker Bell,T129,129,True,United States of America,+8,False,-65,Lake,72,2,Ocean,Front,76,6,148,Lake→Ocean,5,4,3,4,4,4,4,2,4,5,4,5,3,4,2,5,5,5,34,38,4,3,5,5,4,5,4,5,4,3,5,5,5,4,4,4,4,3,39,37,0.0,2.0,12.0,4.0,0.0,0.0,1.0,10.0,7.0,0.0,34,R1 Front,4,False,74.0,4,72,76,-4,-4,2,True,True,1.2,,129,,41.34615384615385,True,0
Jonathan Griz,T129,129,True,United States of America,+8,False,-65,Ocean,72,2,Lake,Front,76,6,148,Ocean→Lake,4,4,4,4,3,4,5,5,4,3,5,4,4,4,4,4,3,4,37,35,5,5,4,6,4,4,4,4,3,4,4,5,3,4,3,5,5,4,39,37,0.0,1.0,14.0,3.0,0.0,0.0,1.0,11.0,5.0,1.0,35,R1 Back,4,False,74.0,4,76,72,4,2,2,False,True,0.19999999999999996,,129,,41.34615384615385,True,0
Philip Minnehan,T129,129,True,United States of America,+8,False,-65,Lake,70,0,Ocean,Front,78,8,148,Lake→Ocean,4,4,4,5,4,3,4,3,4,4,4,5,3,4,2,5,4,4,35,35,6,4,4,5,4,4,5,4,5,3,5,4,4,5,5,4,3,6,41,39,0.0,3.0,12.0,3.0,0.0,0.0,0.0,10.0,6.0,2.0,35,R1 Front,8,False,74.0,8,70,78,-8,0,2,False,True,-0.6000000000000001,,129,,41.34615384615385,True,0
Jack Gilbert,T146,146,True,United States of America,+8,False,-82,Lake,73,3,Ocean,Front,76,6,149,Lake→Ocean,5,5,4,4,6,4,3,4,4,4,3,4,3,4,3,5,4,4,39,34,5,3,4,5,4,4,4,4,4,4,5,4,4,5,4,4,4,5,37,39,0.0,3.0,10.0,4.0,1.0,0.0,0.0,12.0,6.0,0.0,34,R1 Back,3,False,74.5,3,73,76,-3,5,-2,False,False,-0.6,,146,,46.794871794871796,True,0
Omar Tejeira,T146,146,True,Panama,+9,False,-82,Lake,78,8,Ocean,Back,71,1,149,Lake→Ocean,4,5,4,5,4,5,3,5,4,4,5,4,3,4,4,6,6,3,39,39,4,3,5,4,3,4,4,4,5,2,5,4,4,4,5,4,3,4,36,35,0.0,2.0,7.0,8.0,1.0,0.0,2.0,13.0,3.0,0.0,35,R2 Back,-7,True,74.5,7,78,71,7,0,1,False,True,2.4,,146,,46.794871794871796,True,0
Dax Isbell,T146,146,True,United States of America,+9,False,-82,Lake,75,5,Ocean,Back,74,4,149,Lake→Ocean,5,5,3,5,5,4,3,2,4,4,4,5,3,3,3,6,7,4,36,39,4,3,4,4,4,3,4,4,5,3,6,5,4,4,5,5,3,4,35,39,0.0,3.0,8.0,6.0,1.0,0.0,2.0,10.0,6.0,0.0,35,R2 Front,-1,True,74.5,1,75,74,1,-3,-4,True,False,1.2,,146,,46.794871794871796,True,0
CJ Winchenbaugh,T146,146,True,United States of America,+9,False,-82,Ocean,71,1,Lake,Front,78,8,149,Ocean→Lake,5,4,3,5,3,4,3,3,4,4,5,5,3,4,4,5,3,4,34,37,4,7,5,4,3,5,4,5,3,3,3,4,5,4,3,5,5,6,40,38,0.0,4.0,9.0,5.0,0.0,0.0,4.0,8.0,1.0,5.0,34,R1 Front,7,False,74.5,7,78,71,7,-3,2,True,True,0.6000000000000001,,146,,46.794871794871796,True,0
Alejandro Villavicencio,T146,146,True,Guatemala,+9,False,-82,Ocean,73,3,Lake,Front,76,6,149,Ocean→Lake,5,3,4,4,2,5,4,4,4,4,5,4,5,4,4,4,3,5,35,38,5,5,4,4,5,5,4,4,4,4,4,3,3,4,3,5,5,5,40,36,0.0,2.0,11.0,5.0,0.0,0.0,1.0,10.0,7.0,0.0,35,R1 Front,3,False,74.5,3,76,73,3,-3,4,True,True,1.4,,146,,46.794871794871796,True,0
Cooper Schultz,T146,146,True,United States of America,+9,False,-82,Lake,78,8,Ocean,Front,71,1,149,Lake→Ocean,5,5,5,4,6,4,4,3,4,4,4,5,3,3,3,6,6,4,40,38,6,4,5,5,3,3,4,5,4,3,5,4,4,3,3,5,2,3,39,32,0.0,1.0,10.0,5.0,2.0,0.0,5.0,8.0,4.0,1.0,32,R2 Back,-7,True,74.5,7,78,71,7,2,7,False,True,2.4,,146,,46.794871794871796,True,0
Dean Greyserman,T146,146,True,United States of America,+9,False,-82,Lake,77,7,Ocean,Front,72,2,149,Lake→Ocean,4,4,4,4,4,5,4,4,4,5,5,5,3,4,3,5,5,5,37,40,5,4,3,6,3,3,4,4,5,3,4,4,5,4,4,4,3,4,37,35,0.0,0.0,11.0,7.0,0.0,0.0,3.0,10.0,5.0,0.0,35,R2 Back,-5,True,74.5,5,77,72,5,-3,2,True,True,3.0,,146,,46.794871794871796,True,0
Zachery Pollo,T146,146,True,United States of America,+9,False,-82,Lake,72,2,Ocean,Back,77,7,149,Lake→Ocean,6,3,3,4,5,4,3,4,3,5,4,4,5,3,3,5,4,4,35,37,5,4,4,5,3,4,4,5,4,4,5,5,3,4,5,4,5,4,38,39,0.0,5.0,8.0,3.0,2.0,0.0,1.0,10.0,6.0,1.0,35,R1 Front,5,False,74.5,5,72,77,-5,-2,-1,True,False,0.0,,146,,46.794871794871796,True,0
Daniel Hayes,T146,146,True,England,+9,False,-82,Ocean,76,6,Lake,Back,73,3,149,Ocean→Lake,5,3,4,5,4,5,3,5,4,3,5,3,4,4,5,5,3,6,38,38,4,4,5,4,5,6,4,4,5,4,5,4,2,4,2,3,4,4,41,32,0.0,2.0,9.0,6.0,1.0,1.0,3.0,8.0,4.0,2.0,32,R2 Back,-3,True,74.5,3,73,76,-3,0,9,False,True,1.6,,146,,46.794871794871796,True,0
Noah Goldman,T146,146,True,United States of America,+9,False,-82,Lake,77,7,Ocean,Front,72,2,149,Lake→Ocean,5,3,4,4,5,4,3,6,4,4,5,5,3,4,3,6,5,4,38,39,5,3,4,5,3,4,5,4,3,3,5,4,4,4,3,4,4,5,36,36,0.0,2.0,9.0,6.0,1.0,0.0,2.0,12.0,4.0,0.0,36,R2 Front,-5,True,74.5,5,77,72,5,-1,0,True,False,2.0,,146,,46.794871794871796,True,0
Jaden Huggins,T146,146,True,United States of America,+9,False,-82,Lake,76,6,Ocean,Front,73,3,149,Lake→Ocean,5,4,3,3,4,6,4,4,4,5,5,5,2,4,2,8,5,3,37,39,5,4,4,5,6,3,4,4,3,3,5,4,4,4,4,4,3,4,38,35,0.0,4.0,7.0,5.0,2.0,0.0,2.0,13.0,2.0,1.0,35,R2 Back,-3,True,74.5,3,76,73,3,-2,3,True,True,2.6,,146,,46.794871794871796,True,0
