PLAYER,POS,POS_RANK,IS_TIED,CTRY,TO_PAR,MADE_CUT,CUT_MARGIN,ROUND_1_COURSE,ROUND_1_SCORE,ROUND_1_TO_PAR,ROUND_2_COURSE,ROUND_2_START,ROUND_2_SCORE,ROUND_2_TO_PAR,TOTAL_SCORE,COURSE_SEQUENCE,R1_HOLE_1,R1_HOLE_2,R1_HOLE_3,R1_HOLE_4,R1_HOLE_5,R1_HOLE_6,R1_HOLE_7,R1_HOLE_8,R1_HOLE_9,R1_HOLE_10,R1_HOLE_11,R1_HOLE_12,R1_HOLE_13,R1_HOLE_14,R1_HOLE_15,R1_HOLE_16,R1_HOLE_17,R1_HOLE_18,R1_OUT,R1_IN,R2_HOLE_1,R2_HOLE_2,R2_HOLE_3,R2_HOLE_4,R2_HOLE_5,R2_HOLE_6,R2_HOLE_7,R2_HOLE_8,R2_HOLE_9,R2_HOLE_10,R2_HOLE_11,R2_HOLE_12,R2_HOLE_13,R2_HOLE_14,R2_HOLE_15,R2_HOLE_16,R2_HOLE_17,R2_HOLE_18,R2_OUT,R2_IN,R1_EAGLES,R1_BIRDIES,R1_PARS,R1_BOGEYS,R1_DOUBLES_PLUS,R2_EAGLES,R2_BIRDIES,R2_PARS,R2_BOGEYS,R2_DOUBLES_PLUS,BEST_NINE_SCORE,BEST_NINE_LABEL,ROUND_DIFFERENTIAL,IMPROVED_R2,SCORING_AVERAGE,CONSISTENCY_SCORE,LAKE_SCORE,OCEAN_SCORE,COURSE_DIFFERENTIAL,R1_FRONT_VS_BACK,R2_FRONT_VS_BACK,STARTED_HOT,FINISHED_STRONG,MOMENTUM_SCORE,R1_RANK,R2_RANK,RANK_CHANGE,PERCENTILE,HAS_COMPLETE_HOLES,MISSING_HOLES_COUNT
Bennett Espenshade,T146,146,True,United States of America,+9,False,-82,Ocean,74,4,Lake,Front,75,5,149,Ocean→Lake,5,4,4,5,3,5,5,4,4,4,4,4,4,4,5,3,3,4,39,35,4,4,4,4,4,3,4,4,4,5,5,6,3,5,2,4,6,4,35,40,0.0,2.0,10.0,6.0,0.0,0.0,3.0,8.0,6.0,1.0,35,R1 Back,1,False,74.5,1,75,74,1,4,-5,False,False,-0.2,,146,,46.794871794871796,True,0
Parker Wisdom,T146,146,True,United States of America,+9,False,-82,Lake,75,5,Ocean,Back,74,4,149,Lake→Ocean,6,4,3,3,4,5,3,4,4,4,4,5,4,4,3,6,5,4,36,39,5,3,3,5,3,3,4,6,5,2,5,4,5,3,5,5,4,4,37,37,0.0,2.0,10.0,5.0,1.0,0.0,4.0,7.0,6.0,1.0,36,R1 Front,-1,True,74.5,1,75,74,1,-3,0,True,False,1.2,,146,,46.794871794871796,True,0
Jose Luis Montano,T146,146,True,Bolivia,+9,False,-82,Ocean,79,9,Lake,Front,70,0,149,Ocean→Lake,6,4,4,5,4,4,4,4,4,4,8,4,4,4,4,4,3,5,39,40,4,4,4,4,4,5,4,2,4,5,4,4,3,4,2,5,4,4,35,35,0.0,0.0,12.0,4.0,2.0,0.0,3.0,12.0,3.0,0.0,35,R2 Front,-9,True,74.5,9,70,79,-9,-1,0,True,False,2.8,,146,,46.794871794871796,True,0
Cooper Humphreys,T146,146,True,Canada,+9,False,-82,Ocean,74,4,Lake,Back,75,5,149,Ocean→Lake,5,4,4,5,3,4,4,4,5,3,5,5,4,4,4,4,3,4,38,36,4,4,3,4,4,5,3,3,4,5,5,5,4,4,3,6,5,4,34,41,0.0,0.0,14.0,4.0,0.0,0.0,1.0,11.0,6.0,0.0,34,R2 Front,1,False,74.5,1,75,74,1,2,-7,False,False,-0.2,,146,,46.794871794871796,True,0
Braxton Kuntz,T146,146,True,Canada,+9,False,-82,Lake,73,3,Ocean,Front,76,6,149,Lake→Ocean,6,4,4,4,5,4,3,2,4,5,4,5,3,3,3,5,6,3,36,37,4,4,4,5,3,7,4,3,4,4,5,5,4,4,4,5,3,4,38,38,0.0,4.0,8.0,5.0,1.0,0.0,1.0,12.0,4.0,1.0,36,R1 Front,3,False,74.5,3,73,76,-3,-1,0,True,False,0.4,,146,,46.794871794871796,True,0
JP Odland,T146,146,True,United States of America,+9,False,-82,Lake,74,4,Ocean,Front,75,5,149,Lake→Ocean,5,3,3,5,4,4,4,4,5,4,4,4,4,4,3,5,5,4,37,37,5,3,5,4,2,4,4,4,4,3,8,3,6,5,3,5,3,4,35,40,0.0,1.0,12.0,5.0,0.0,0.0,4.0,8.0,4.0,2.0,35,R2 Front,1,False,74.5,1,74,75,-1,0,-5,False,False,-0.2,,146,,46.794871794871796,True,0
Bobby Massa,T146,146,True,United States of America,+9,False,-82,Ocean,78,8,Lake,Front,71,1,149,Ocean→Lake,4,4,4,5,3,7,4,4,5,3,5,4,5,4,4,3,3,7,40,38,4,5,3,4,4,4,5,3,4,4,4,4,3,4,3,6,4,3,36,35,0.0,1.0,12.0,3.0,2.0,0.0,2.0,13.0,3.0,0.0,35,R2 Back,-7,True,74.5,7,71,78,-7,2,1,False,True,2.4,,146,,46.794871794871796,True,0
Drue Nicholas,T146,146,True,United States of America,+9,False,-82,Ocean,75,5,Lake,Back,74,4,149,Ocean→Lake,6,3,5,5,3,4,4,5,4,3,4,5,4,4,4,5,3,4,39,36,5,5,4,4,4,5,4,2,4,4,5,4,3,4,2,6,5,4,37,37,0.0,1.0,12.0,4.0,1.0,0.0,2.0,10.0,6.0,0.0,36,R1 Back,-1,True,74.5,1,74,75,-1,3,0,False,False,0.2,,146,,46.794871794871796,True,0
Aiden Krafft,T146,146,True,United States of America,+9,False,-82,Ocean,76,6,Lake,Back,73,3,149,Ocean→Lake,5,3,5,5,3,5,4,4,4,4,5,4,4,4,5,4,3,5,38,38,5,4,4,4,3,5,4,3,4,4,5,5,3,4,3,6,4,3,36,37,0.0,0.0,12.0,6.0,0.0,0.0,3.0,9.0,6.0,0.0,36,R2 Front,-3,True,74.5,3,73,76,-3,0,-1,False,False,0.6,,146,,46.794871794871796,True,0
Nathan O'Neal,T146,146,True,United States of America,+9,False,-82,Ocean,71,1,Lake,Back,78,8,149,Ocean→Lake,4,4,4,4,3,4,3,4,4,4,5,4,4,3,5,4,3,5,34,37,5,4,4,4,4,4,4,3,4,4,5,5,4,6,3,5,6,4,36,42,0.0,3.0,11.0,4.0,0.0,0.0,0.0,11.0,6.0,1.0,34,R1 Front,7,False,74.5,7,78,71,7,-3,-6,True,False,-0.3999999999999999,,146,,46.794871794871796,True,0
Preston Hage,T146,146,True,United States of America,+9,False,-82,Lake,74,4,Ocean,Back,75,5,149,Lake→Ocean,5,4,4,5,5,5,4,3,4,4,4,5,3,3,2,4,4,6,39,35,4,4,5,4,4,5,4,3,5,3,7,4,5,4,4,3,3,4,38,37,0.0,4.0,7.0,6.0,1.0,0.0,3.0,8.0,6.0,1.0,35,R1 Back,1,False,74.5,1,74,75,-1,4,1,False,True,0.8,,146,,46.794871794871796,True,0
Cole Imig,T146,146,True,United States of America,+9,False,-82,Ocean,74,4,Lake,Front,75,5,149,Ocean→Lake,4,3,3,5,3,5,5,4,4,4,6,3,5,5,4,4,3,4,36,38,4,6,2,5,4,4,4,3,4,4,4,4,3,5,3,6,6,4,36,39,0.0,2.0,10.0,6.0,0.0,0.0,1.0,12.0,4.0,1.0,36,R1 Front,1,False,74.5,1,75,74,1,-2,-3,True,False,0.8,,146,,46.794871794871796,True,0
Owen Sawyer,T146,146,True,United States of America,+9,False,-82,Ocean,72,2,Lake,Front,77,7,149,Ocean→Lake,5,3,4,5,3,4,4,3,3,3,7,4,4,4,4,4,4,4,34,38,5,5,4,4,6,5,3,4,5,4,4,5,3,4,2,5,5,4,41,36,0.0,2.0,13.0,2.0,1.0,0.0,2.0,8.0,7.0,1.0,34,R1 Front,5,False,74.5,5,77,72,5,-4,5,True,True,1.0,,146,,46.794871794871796,True,0
Ronin Banerjee,T146,146,True,United States of America,+9,False,-82,Ocean,76,6,Lake,Back,73,3,149,Ocean→Lake,5,3,4,5,3,4,4,4,4,3,5,4,5,4,5,5,3,6,36,40,5,4,4,4,4,4,4,4,4,4,6,3,3,3,3,5,5,4,37,36,0.0,0.0,13.0,4.0,1.0,0.0,2.0,12.0,3.0,1.0,36,R1 Front,-3,True,74.5,3,73,76,-3,-4,1,True,True,2.6,,146,,46.794871794871796,True,0
Kihei Akina,T146,146,True,United States of America,+9,False,-82,Lake,73,3,Ocean,Back,76,6,149,Lake→Ocean,4,3,3,4,4,4,4,3,4,6,4,4,3,4,3,7,5,4,33,40,5,3,5,4,3,4,4,4,4,3,5,4,5,4,6,5,3,5,36,40,0.0,1.0,15.0,0.0,2.0,0.0,1.0,11.0,5.0,1.0,33,R1 Front,3,False,74.5,3,73,76,-3,-7,-4,True,False,0.4,,146,,46.794871794871796,True,0
Hiroshi Tai,T146,146,True,Singapore,+9,False,-82,Ocean,73,3,Lake,Front,76,6,149,Ocean→Lake,4,3,4,5,3,4,4,4,4,5,5,5,3,4,5,4,3,4,35,38,5,4,3,4,6,4,4,3,5,5,5,4,2,4,3,6,5,4,38,38,0.0,1.0,14.0,2.0,1.0,0.0,1.0,11.0,5.0,1.0,35,R1 Front,3,False,74.5,3,76,73,3,-3,0,True,False,0.4,,146,,46.794871794871796,True,0
Jager Pain,T146,146,True,Canada,+9,False,-82,Ocean,70,0,Lake,Back,79,9,149,Ocean→Lake,5,3,4,5,3,3,4,4,3,4,5,4,4,4,5,3,3,4,34,36,6,4,4,4,5,4,4,4,4,4,4,5,3,5,3,6,6,4,39,40,0.0,3.0,12.0,3.0,0.0,0.0,0.0,10.0,7.0,1.0,34,R1 Front,9,False,74.5,9,79,70,9,-2,-1,True,False,-0.8,,146,,46.794871794871796,True,0
Connor Cassano,T146,146,True,United States of America,+9,False,-82,Lake,78,8,Ocean,Front,71,1,149,Lake→Ocean,4,4,2,5,5,5,6,3,5,4,5,5,4,4,5,4,4,4,39,39,4,2,4,4,3,4,4,5,4,3,6,4,4,5,4,5,2,4,34,37,0.0,3.0,6.0,7.0,2.0,0.0,3.0,11.0,4.0,0.0,34,R2 Front,-7,True,74.5,7,78,71,7,0,-3,False,False,1.4,,146,,46.794871794871796,True,0
Winburne Hughes,T146,146,True,United States of America,+9,False,-82,Lake,79,9,Ocean,Front,70,0,149,Lake→Ocean,5,3,5,5,5,4,5,4,4,4,4,4,3,5,3,5,7,4,40,39,6,3,4,5,3,4,4,3,4,3,4,3,5,4,4,4,3,4,36,34,0.0,1.0,9.0,6.0,2.0,0.0,3.0,13.0,1.0,1.0,34,R2 Back,-9,True,74.5,9,79,70,9,1,2,False,True,2.8,,146,,46.794871794871796,True,0
Liam Maclauchlan,T146,146,True,United States of America,+9,False,-82,Ocean,74,4,Lake,Back,75,5,149,Ocean→Lake,5,4,3,5,3,4,4,4,5,3,5,4,4,5,5,4,3,4,37,37,5,4,4,5,5,4,4,4,4,4,5,4,4,3,3,4,5,4,39,36,0.0,1.0,12.0,5.0,0.0,0.0,2.0,9.0,7.0,0.0,36,R2 Back,1,False,74.5,1,75,74,1,0,3,False,True,0.8,,146,,46.794871794871796,True,0
Gaven Lane,T146,146,True,United States of America,+9,False,-82,Lake,78,8,Ocean,Front,71,1,149,Lake→Ocean,5,5,4,5,5,4,4,4,5,3,5,4,3,5,3,5,5,4,41,37,5,3,3,5,3,3,5,4,5,3,6,4,4,3,4,4,3,4,36,35,0.0,1.0,8.0,9.0,0.0,0.0,3.0,11.0,4.0,0.0,35,R2 Back,-7,True,74.5,7,78,71,7,4,1,False,True,2.4,,146,,46.794871794871796,True,0
Gray Mitchum,T146,146,True,United States of America,+9,False,-82,Ocean,72,2,Lake,Front,76,6,149,Ocean→Lake,4,3,4,4,3,4,3,4,4,4,6,4,4,5,4,5,3,4,33,39,5,4,4,4,5,5,4,4,4,6,5,4,3,4,2,5,5,4,39,38,0.0,2.0,12.0,4.0,0.0,0.0,1.0,10.0,6.0,1.0,33,R1 Front,4,False,74.0,4,76,72,4,-6,1,True,True,1.2,,146,,46.794871794871796,True,0
Wells Williams,T146,146,True,United States of America,+9,False,-82,Ocean,77,7,Lake,Back,73,3,149,Ocean→Lake,5,4,5,5,4,4,3,6,4,3,5,4,4,4,5,4,3,5,40,37,5,5,5,4,5,4,3,3,4,4,5,3,3,4,2,5,3,4,38,33,0.0,1.0,10.0,6.0,1.0,1.0,3.0,9.0,4.0,1.0,33,R2 Back,-4,True,75.0,4,73,77,-4,3,5,False,True,1.8,,146,,46.794871794871796,True,0
Ratchanon TK Chantananuwat,T179,179,True,Thailand,+10,False,-115,Lake,77,7,Ocean,Back,73,3,150,Lake→Ocean,5,4,4,5,5,3,4,4,4,4,5,4,3,4,4,5,6,4,38,39,4,4,3,5,4,5,5,3,3,3,5,5,4,4,4,6,3,3,36,37,0.0,1.0,9.0,8.0,0.0,0.0,4.0,8.0,5.0,1.0,36,R2 Front,-4,True,75.0,4,77,73,4,-1,-1,True,False,1.8,,179,,57.37179487179487,True,0
Zach Foushee,T179,179,True,United States of America,+10,False,-115,Lake,72,2,Ocean,Back,78,8,150,Lake→Ocean,5,4,4,4,3,5,4,4,4,4,3,4,3,4,3,5,5,4,37,35,5,4,5,5,2,4,4,5,5,4,5,3,4,6,5,5,3,4,39,39,0.0,2.0,12.0,4.0,0.0,0.0,2.0,7.0,8.0,1.0,35,R1 Back,6,False,75.0,6,72,78,-6,2,0,False,False,-1.2,,179,,57.37179487179487,True,0
Andrey Borges,T179,179,True,Brazil,+10,False,-115,Lake,77,7,Ocean,Back,73,3,150,Lake→Ocean,5,5,3,4,4,5,4,4,5,4,5,4,2,5,3,5,7,3,39,38,3,3,4,4,4,4,4,4,4,3,5,4,4,5,4,4,3,7,34,39,0.0,2.0,8.0,7.0,1.0,0.0,2.0,13.0,2.0,1.0,34,R2 Front,-4,True,75.0,4,77,73,4,1,-5,False,False,0.8,,179,,57.37179487179487,True,0
Jackson Spires,T179,179,True,United States of America,+10,False,-115,Ocean,77,7,Lake,Front,73,3,150,Ocean→Lake,4,3,4,5,4,4,6,3,4,3,6,5,3,5,5,5,3,5,37,40,5,5,3,4,5,4,4,3,4,5,3,4,3,4,3,5,4,5,37,36,0.0,2.0,8.0,7.0,1.0,0.0,2.0,11.0,5.0,0.0,36,R2 Back,-4,True,75.0,4,73,77,-4,-3,1,True,True,2.8,,179,,57.37179487179487,True,0
Kurtis Rodriguez,T179,179,True,United States of America,+10,False,-115,Ocean,76,6,Lake,Front,74,4,150,Ocean→Lake,5,3,5,5,3,4,6,4,4,3,4,4,5,4,5,4,3,5,39,37,5,5,5,5,3,4,5,3,5,4,4,4,3,3,3,5,4,4,40,34,0.0,1.0,11.0,5.0,1.0,0.0,3.0,9.0,5.0,1.0,34,R2 Back,-2,True,75.0,2,74,76,-2,2,6,False,True,1.4,,179,,57.37179487179487,True,0
Colin Summers,T179,179,True,United States of America,+10,False,-115,Ocean,75,5,Lake,Front,75,5,150,Ocean→Lake,5,3,5,4,2,4,6,6,4,3,5,5,4,4,4,4,4,3,39,36,6,5,5,4,4,3,3,4,4,4,3,6,3,4,3,5,5,4,38,37,0.0,3.0,9.0,4.0,2.0,0.0,3.0,10.0,2.0,3.0,36,R1 Back,0,False,75.0,0,75,75,0,3,1,False,True,1.0,,179,,57.37179487179487,True,0
Willy Walsh,T179,179,True,United States of America,+10,False,-115,Lake,75,5,Ocean,Front,75,5,150,Lake→Ocean,4,4,3,5,5,4,4,5,3,4,3,4,3,5,4,5,5,5,37,38,4,4,6,4,3,7,4,4,4,3,6,4,4,3,4,4,3,4,40,35,0.0,2.0,10.0,5.0,1.0,0.0,2.0,12.0,2.0,2.0,35,R2 Back,0,False,75.0,0,75,75,0,-1,5,True,True,2.0,,179,,57.37179487179487,True,0
Collin Hodgkinson,T179,179,True,United States of America,+10,False,-115,Lake,73,3,Ocean,Back,77,7,150,Lake→Ocean,4,5,3,4,4,5,3,4,3,4,4,5,3,4,4,5,5,4,35,38,4,4,4,5,3,5,4,5,5,4,5,4,4,4,5,4,4,4,39,38,0.0,2.0,11.0,5.0,0.0,0.0,0.0,11.0,7.0,0.0,35,R1 Front,4,False,75.0,4,73,77,-4,-3,1,True,True,1.2,,179,,57.37179487179487,True,0
Bo Blanchard,T179,179,True,United States of America,+10,False,-115,Lake,72,2,Ocean,Back,78,8,150,Lake→Ocean,4,4,3,4,7,3,4,3,4,3,4,4,4,4,3,5,5,4,36,36,6,4,5,7,2,3,4,5,4,4,6,4,4,4,4,4,3,5,40,38,0.0,2.0,14.0,1.0,1.0,0.0,2.0,8.0,6.0,2.0,36,R1 Front,6,False,75.0,6,72,78,-6,0,2,False,True,-0.19999999999999996,,179,,57.37179487179487,True,0
Grady Brame Jr.,T179,179,True,United States of America,+10,False,-115,Ocean,75,5,Lake,Front,75,5,150,Ocean→Lake,5,4,3,5,4,4,4,3,5,3,5,4,3,4,6,5,4,4,37,38,5,4,3,4,4,3,4,3,4,4,4,6,3,4,5,6,4,5,34,41,0.0,3.0,8.0,6.0,1.0,0.0,2.0,11.0,3.0,2.0,34,R2 Front,0,False,75.0,0,75,75,0,-1,-7,True,False,1.0,,179,,57.37179487179487,True,0
Jeg Coughlin III,T179,179,True,United States of America,+10,False,-115,Lake,77,7,Ocean,Front,73,3,150,Lake→Ocean,4,4,3,5,5,4,4,4,5,4,5,5,3,4,3,6,5,4,38,39,5,3,4,5,3,4,5,3,4,3,4,4,5,4,4,5,4,4,36,37,0.0,0.0,11.0,7.0,0.0,0.0,2.0,11.0,5.0,0.0,36,R2 Front,-4,True,75.0,4,77,73,4,-1,-1,True,False,1.8,,179,,57.37179487179487,True,0
Bruce Murphy,T179,179,True,United States of America,+10,False,-115,Ocean,74,4,Lake,Front,76,6,150,Ocean→Lake,3,4,4,5,3,4,4,5,4,3,4,5,5,4,4,5,3,5,36,38,6,4,2,3,4,4,3,4,4,6,4,4,4,5,3,6,5,5,34,42,0.0,2.0,10.0,6.0,0.0,0.0,3.0,8.0,5.0,2.0,34,R2 Front,2,False,75.0,2,76,74,2,-2,-8,True,False,0.6,,179,,57.37179487179487,True,0
Peer Wernicke,T179,179,True,Germany,+10,False,-115,Lake,77,7,Ocean,Front,73,3,150,Lake→Ocean,4,4,4,4,4,4,3,4,5,5,4,5,3,5,3,5,5,6,36,41,5,3,4,5,3,3,4,4,4,3,5,5,4,5,4,5,3,4,35,38,0.0,1.0,10.0,6.0,1.0,0.0,1.0,13.0,4.0,0.0,35,R2 Front,-4,True,75.0,4,77,73,4,-5,-3,True,False,1.8,,179,,57.37179487179487,True,0
Walker Gantt,T179,179,True,United States of America,+10,False,-115,Ocean,75,5,Lake,Back,75,5,150,Ocean→Lake,5,3,4,5,4,4,4,5,4,2,6,3,5,5,5,4,3,4,38,37,5,4,3,4,5,4,5,3,5,5,4,5,2,5,3,6,5,3,38,38,0.0,2.0,9.0,7.0,0.0,0.0,2.0,8.0,8.0,0.0,37,R1 Back,0,False,75.0,0,75,75,0,1,0,False,False,0.0,,179,,57.37179487179487,True,0
Zach Gomez,T193,193,True,United States of America,+11,False,-129,Lake,77,7,Ocean,Front,74,4,151,Lake→Ocean,5,4,4,4,4,5,4,3,4,6,5,5,3,4,2,5,6,4,37,40,5,3,6,5,3,4,4,5,3,3,5,4,5,4,4,4,3,4,38,36,0.0,1.0,10.0,6.0,1.0,0.0,1.0,13.0,3.0,1.0,36,R2 Back,-3,True,75.5,3,77,74,3,-3,2,True,True,2.6,,193,,61.858974358974365,True,0
Dean Muratore,T193,193,True,United States of America,+11,False,-129,Ocean,74,4,Lake,Front,77,7,151,Ocean→Lake,6,4,5,5,3,6,3,4,4,2,4,4,4,4,4,4,4,4,40,34,5,4,4,5,5,4,4,4,5,3,5,4,3,4,3,6,4,5,40,37,0.0,3.0,10.0,3.0,2.0,0.0,2.0,7.0,9.0,0.0,34,R1 Back,3,False,75.5,3,77,74,3,6,3,False,True,0.4,,193,,61.858974358974365,True,0
Matthew Diehl,T193,193,True,United States of America,+11,False,-129,Ocean,74,4,Lake,Back,77,7,151,Ocean→Lake,3,4,5,5,3,5,4,4,3,3,5,4,5,4,5,5,3,4,36,38,5,4,3,4,5,4,5,4,3,5,4,5,3,5,4,6,4,4,37,40,0.0,2.0,10.0,6.0,0.0,0.0,2.0,7.0,9.0,0.0,36,R1 Front,3,False,75.5,3,77,74,3,-2,-3,True,False,0.4,,193,,61.858974358974365,True,0
Kevin Hollomon,T193,193,True,United States of America,+11,False,-129,Lake,79,9,Ocean,Front,72,2,151,Lake→Ocean,5,4,4,6,5,5,5,4,3,4,5,4,3,4,3,5,5,5,41,38,5,3,4,5,3,4,4,3,4,3,5,4,4,4,4,5,3,5,35,37,0.0,1.0,8.0,8.0,1.0,0.0,1.0,14.0,3.0,0.0,35,R2 Front,-7,True,75.5,7,79,72,7,3,-2,False,False,1.4,,193,,61.858974358974365,True,0
Wyatt Brook,T193,193,True,Canada,+11,False,-129,Lake,78,8,Ocean,Back,73,3,151,Lake→Ocean,6,4,5,3,4,6,5,4,5,4,4,4,3,4,4,5,4,4,42,36,5,2,3,5,3,5,4,6,4,4,5,5,4,4,4,3,3,4,37,36,0.0,2.0,9.0,4.0,3.0,0.0,3.0,10.0,4.0,1.0,36,R1 Back,-5,True,75.5,5,78,73,5,6,1,False,True,2.0,,193,,61.858974358974365,True,0
Trevor Lewis,T193,193,True,United States of America,+11,False,-129,Lake,75,5,Ocean,Back,76,6,151,Lake→Ocean,5,4,3,4,4,5,6,4,5,4,5,4,3,4,2,5,4,4,40,35,5,4,4,4,4,6,4,3,5,3,5,4,4,5,5,4,3,4,39,37,0.0,2.0,10.0,5.0,1.0,0.0,2.0,9.0,6.0,1.0,35,R1 Back,1,False,75.5,1,75,76,-1,5,2,False,True,0.8,,193,,61.858974358974365,True,0
Pavel Tsar,T193,193,True,United States of America,+11,False,-129,Ocean,75,5,Lake,Front,76,6,151,Ocean→Lake,5,3,4,6,2,5,3,4,5,3,5,4,4,5,5,5,2,5,37,38,6,4,3,4,4,5,3,3,4,4,3,5,4,4,4,6,5,5,36,40,0.0,3.0,7.0,8.0,0.0,0.0,2.0,9.0,6.0,1.0,36,R2 Front,1,False,75.5,1,76,75,1,-1,-4,True,False,0.8,,193,,61.858974358974365,True,0
Malan Potgieter,T193,193,True,South Africa,+11,False,-129,Lake,82,12,Ocean,Front,69,-1,151,Lake→Ocean,5,4,5,5,6,4,4,4,3,5,5,5,4,4,3,5,6,5,40,42,6,3,5,4,3,5,4,4,4,3,4,3,4,4,4,3,3,3,38,31,0.0,1.0,6.0,9.0,2.0,0.0,5.0,10.0,2.0,1.0,31,R2 Back,-13,True,75.5,13,82,69,13,-2,7,True,True,4.6,,193,,61.858974358974365,True,0
Vince Sigl,T193,193,True,United States of America,+11,False,-129,Ocean,73,3,Lake,Back,78,8,151,Ocean→Lake,4,3,4,5,3,3,4,6,4,3,5,5,3,4,5,4,4,4,36,37,4,5,5,4,5,4,5,4,4,4,5,5,3,4,3,6,5,3,40,38,0.0,2.0,12.0,3.0,1.0,0.0,1.0,9.0,7.0,1.0,36,R1 Front,5,False,75.5,5,78,73,5,-1,2,True,True,1.0,,193,,61.858974358974365,True,0
Jack Dukeminier,T193,193,True,United States of America,+11,False,-129,Lake,77,7,Ocean,Front,74,4,151,Lake→Ocean,4,4,3,5,5,4,5,4,4,4,4,4,3,5,3,5,6,5,38,39,4,3,5,4,3,5,3,4,4,3,5,5,5,5,4,4,3,5,35,39,0.0,0.0,11.0,7.0,0.0,0.0,2.0,10.0,6.0,0.0,35,R2 Front,-3,True,75.5,3,77,74,3,-1,-4,True,False,1.6,,193,,61.858974358974365,True,0
Evan Barbin,T193,193,True,United States of America,+11,False,-129,Ocean,75,5,Lake,Back,76,6,151,Ocean→Lake,4,3,5,5,3,3,4,6,4,3,4,4,5,6,5,4,3,4,37,38,5,4,4,4,4,4,3,3,4,4,5,5,3,5,3,6,6,4,35,41,0.0,2.0,11.0,3.0,2.0,0.0,1.0,10.0,7.0,0.0,35,R2 Front,1,False,75.5,1,76,75,1,-1,-6,True,False,0.8,,193,,61.858974358974365,True,0
Mesa Falleur,T193,193,True,United States of America,+11,False,-129,Ocean,70,0,Lake,Back,81,11,151,Ocean→Lake,4,3,5,4,3,4,3,4,4,4,5,5,4,4,3,4,3,4,34,36,5,6,4,5,5,5,4,3,4,5,4,5,4,5,3,4,5,5,41,40,0.0,3.0,12.0,3.0,0.0,0.0,1.0,6.0,10.0,1.0,34,R1 Front,11,False,75.5,11,81,70,11,-2,1,True,True,-0.20000000000000018,,193,,61.858974358974365,True,0
Rocco Salvitti,T193,193,True,United States of America,+11,False,-129,Ocean,71,1,Lake,Front,80,10,151,Ocean→Lake,4,3,5,4,3,4,6,4,4,2,4,4,4,4,4,4,3,5,37,34,5,4,4,5,6,4,6,4,4,4,5,4,3,3,3,5,5,6,42,38,0.0,3.0,12.0,2.0,1.0,0.0,1.0,9.0,5.0,3.0,34,R1 Back,9,False,75.5,9,80,71,9,3,4,False,True,-0.8,,193,,61.858974358974365,True,0
Rob O'Regan,T193,193,True,United States of America,+11,False,-129,Ocean,74,4,Lake,Back,77,7,151,Ocean→Lake,4,3,4,5,3,5,4,5,4,4,4,4,3,5,4,6,3,4,37,37,5,4,4,4,6,5,4,3,5,4,5,3,3,5,2,5,5,5,40,37,0.0,2.0,11.0,4.0,1.0,0.0,2.0,8.0,7.0,1.0,37,R1 Front,3,False,75.5,3,77,74,3,0,3,False,True,0.4,,193,,61.858974358974365,True,0
Bennett McNabb,T193,193,True,United States of America,+11,False,-129,Lake,78,8,Ocean,Front,73,3,151,Lake→Ocean,6,4,4,4,4,5,3,3,4,5,7,5,3,4,4,5,5,3,37,41,6,4,4,5,3,5,4,3,3,2,4,5,5,3,5,4,3,5,37,36,0.0,2.0,9.0,5.0,2.0,0.0,5.0,6.0,6.0,1.0,36,R2 Back,-5,True,75.5,5,78,73,5,-4,1,True,True,3.0,,193,,61.858974358974365,True,0
