PLAYER,POS,POS_RANK,IS_TIED,CTRY,TO_PAR,MADE_CUT,CUT_MARGIN,ROUND_1_COURSE,ROUND_1_SCORE,ROUND_1_TO_PAR,ROUND_2_COURSE,ROUND_2_START,ROUND_2_SCORE,ROUND_2_TO_PAR,TOTAL_SCORE,COURSE_SEQUENCE,R1_HOLE_1,R1_HOLE_2,R1_HOLE_3,R1_HOLE_4,R1_HOLE_5,R1_HOLE_6,R1_HOLE_7,R1_HOLE_8,R1_HOLE_9,R1_HOLE_10,R1_HOLE_11,R1_HOLE_12,R1_HOLE_13,R1_HOLE_14,R1_HOLE_15,R1_HOLE_16,R1_HOLE_17,R1_HOLE_18,R1_OUT,R1_IN,R2_HOLE_1,R2_HOLE_2,R2_HOLE_3,R2_HOLE_4,R2_HOLE_5,R2_HOLE_6,R2_HOLE_7,R2_HOLE_8,R2_HOLE_9,R2_HOLE_10,R2_HOLE_11,R2_HOLE_12,R2_HOLE_13,R2_HOLE_14,R2_HOLE_15,R2_HOLE_16,R2_HOLE_17,R2_HOLE_18,R2_OUT,R2_IN,R1_EAGLES,R1_BIRDIES,R1_PARS,R1_BOGEYS,R1_DOUBLES_PLUS,R2_EAGLES,R2_BIRDIES,R2_PARS,R2_BOGEYS,R2_DOUBLES_PLUS,BEST_NINE_SCORE,BEST_NINE_LABEL,ROUND_DIFFERENTIAL,IMPROVED_R2,SCORING_AVERAGE,CONSISTENCY_SCORE,LAKE_SCORE,OCEAN_SCORE,COURSE_DIFFERENTIAL,R1_FRONT_VS_BACK,R2_FRONT_VS_BACK,STARTED_HOT,FINISHED_STRONG,MOMENTUM_SCORE,R1_RANK,R2_RANK,RANK_CHANGE,PERCENTILE,HAS_COMPLETE_HOLES,MISSING_HOLES_COUNT
Xihuan Chang,T193,193,True,People's Republic Of China,+11,False,-129,Ocean,75,5,Lake,Back,76,6,151,Ocean→Lake,5,4,5,6,3,4,5,3,4,3,5,4,4,5,5,4,3,3,39,36,5,5,4,5,5,5,4,4,3,4,4,4,4,4,3,4,4,5,40,36,0.0,2.0,9.0,7.0,0.0,0.0,3.0,6.0,9.0,0.0,36,R1 Back,1,False,75.5,1,76,75,1,3,4,False,True,0.8,,193,,61.858974358974365,True,0
Jaden Dumdumaya,T193,193,True,United States of America,+11,False,-129,Lake,72,2,Ocean,Front,79,9,151,Lake→Ocean,5,4,3,4,3,5,4,4,4,4,4,5,3,3,3,5,5,4,36,36,4,3,6,5,3,4,4,4,4,4,6,4,4,6,6,4,3,5,37,42,0.0,2.0,12.0,4.0,0.0,0.0,0.0,12.0,3.0,3.0,36,R1 Front,7,False,75.5,7,72,79,-7,0,-5,False,False,-1.4,,193,,61.858974358974365,True,0
Kobe Valociek,T193,193,True,United States of America,+11,False,-129,Ocean,71,1,Lake,Front,80,10,151,Ocean→Lake,5,3,4,5,3,4,5,4,4,2,5,4,4,4,4,5,3,3,37,34,5,4,4,5,4,5,3,4,4,5,4,6,2,5,3,6,6,5,38,42,0.0,2.0,13.0,3.0,0.0,0.0,2.0,5.0,10.0,1.0,34,R1 Back,9,False,75.5,9,80,71,9,3,-4,False,False,-1.8,,193,,61.858974358974365,True,0
Hunter Swanson,T193,193,True,United States of America,+11,False,-129,Lake,75,5,Ocean,Front,76,6,151,Lake→Ocean,6,5,4,4,4,4,4,3,4,4,5,5,3,4,3,5,4,4,38,37,5,3,4,5,3,4,7,3,4,3,4,5,4,4,5,4,3,6,38,38,0.0,1.0,12.0,4.0,1.0,0.0,2.0,11.0,3.0,2.0,37,R1 Back,1,False,75.5,1,75,76,-1,1,0,False,False,-0.2,,193,,61.858974358974365,True,0
Jackson Saroney,T193,193,True,United States of America,+11,False,-129,Ocean,78,8,Lake,Front,73,3,151,Ocean→Lake,5,3,5,5,2,5,5,5,4,4,6,4,5,5,4,4,3,4,39,39,5,4,4,4,5,4,3,4,4,4,4,5,3,4,3,6,4,3,37,36,0.0,1.0,8.0,9.0,0.0,0.0,3.0,9.0,6.0,0.0,36,R2 Back,-5,True,75.5,5,73,78,-5,0,1,False,True,2.0,,193,,61.858974358974365,True,0
Drew Kittleson,T193,193,True,United States of America,+11,False,-129,Ocean,77,7,Lake,Front,73,3,151,Ocean→Lake,5,4,4,5,3,4,3,4,4,3,7,5,4,6,5,4,3,4,36,41,6,3,3,5,4,5,4,3,5,4,5,4,3,4,3,4,5,4,38,36,0.0,1.0,11.0,4.0,2.0,0.0,2.0,11.0,4.0,1.0,36,R1 Front,-4,True,75.0,4,73,77,-4,-5,2,True,True,2.8,,193,,61.858974358974365,True,0
Tommy Hurst,T214,214,True,United States of America,+12,False,-150,Ocean,79,9,Lake,Back,73,3,152,Ocean→Lake,6,3,4,6,3,4,7,4,4,3,5,5,4,4,5,4,3,5,41,38,5,4,4,4,4,4,4,3,4,5,4,5,4,4,3,4,5,3,36,37,0.0,0.0,12.0,4.0,2.0,0.0,2.0,11.0,5.0,0.0,36,R2 Front,-6,True,76.0,6,73,79,-6,3,-1,False,False,1.2,,214,,68.58974358974359,True,0
Ryan Abuan,T214,214,True,United States of America,+12,False,-150,Lake,78,8,Ocean,Back,74,4,152,Lake→Ocean,5,5,3,5,4,4,3,4,4,5,4,6,3,4,3,5,5,6,37,41,4,2,4,4,3,4,6,3,6,4,5,5,4,4,5,4,3,4,36,38,0.0,1.0,10.0,5.0,2.0,0.0,3.0,10.0,3.0,2.0,36,R2 Front,-4,True,76.0,4,78,74,4,-4,-2,True,False,1.8,,214,,68.58974358974359,True,0
Grant Doggett,T214,214,True,United States of America,+12,False,-150,Lake,77,7,Ocean,Front,75,5,152,Lake→Ocean,5,5,4,5,4,4,4,4,4,4,4,5,3,4,3,5,5,5,39,38,4,3,6,5,3,5,4,4,4,4,5,4,3,4,4,5,3,5,38,37,0.0,0.0,11.0,7.0,0.0,0.0,1.0,12.0,4.0,1.0,37,R2 Back,-2,True,76.0,2,77,75,2,1,1,False,True,1.4,,214,,68.58974358974359,True,0
Rylan Johnson,T214,214,True,United States of America,+12,False,-150,Lake,81,11,Ocean,Back,71,1,152,Lake→Ocean,7,4,4,6,6,4,4,3,4,4,4,5,3,4,3,5,5,6,42,39,4,3,4,5,3,4,4,4,3,3,4,5,5,5,4,4,3,4,34,37,0.0,0.0,12.0,2.0,4.0,0.0,2.0,13.0,3.0,0.0,34,R2 Front,-10,True,76.0,10,81,71,10,3,-3,False,False,2.0,,214,,68.58974358974359,True,0
Michael La Sasso,T214,214,True,United States of America,+12,False,-150,Lake,78,8,Ocean,Back,74,4,152,Lake→Ocean,5,4,4,5,4,4,4,4,4,5,5,4,2,4,3,7,6,4,38,40,4,4,5,4,3,5,6,4,4,4,4,4,3,4,5,4,3,4,39,35,0.0,1.0,9.0,7.0,1.0,0.0,3.0,9.0,5.0,1.0,35,R2 Back,-4,True,76.0,4,78,74,4,-2,4,True,True,2.8,,214,,68.58974358974359,True,0
Michael Crocker,T214,214,True,United States of America,+12,False,-150,Ocean,78,8,Lake,Front,74,4,152,Ocean→Lake,4,6,6,5,3,4,4,4,4,3,5,4,4,4,5,4,4,5,40,38,4,4,3,5,5,4,3,5,4,4,4,3,3,4,4,5,5,5,37,37,0.0,0.0,13.0,3.0,2.0,0.0,2.0,11.0,4.0,1.0,37,R2 Front,-4,True,76.0,4,74,78,-4,2,0,False,False,0.8,,214,,68.58974358974359,True,0
Chad Niezing,T214,214,True,United States of America,+12,False,-150,Ocean,76,6,Lake,Back,76,6,152,Ocean→Lake,5,4,6,5,3,4,4,4,4,3,5,5,4,4,5,4,3,4,39,37,3,5,4,5,4,4,4,2,4,5,5,5,3,4,3,6,6,4,35,41,0.0,0.0,13.0,4.0,1.0,0.0,2.0,8.0,8.0,0.0,35,R2 Front,0,False,76.0,0,76,76,0,2,-6,False,False,0.0,,214,,68.58974358974359,True,0
AJ Fitzgerald,T214,214,True,United States of America,+12,False,-150,Ocean,79,9,Lake,Front,73,3,152,Ocean→Lake,5,4,4,4,3,4,6,5,4,5,6,4,4,6,4,4,3,4,39,40,5,5,3,4,5,6,3,3,4,4,4,4,3,4,3,4,5,4,38,35,0.0,1.0,10.0,4.0,3.0,0.0,2.0,12.0,3.0,1.0,35,R2 Back,-6,True,76.0,6,73,79,-6,-1,3,True,True,3.2,,214,,68.58974358974359,True,0
Benjamin Reuter,T214,214,True,Netherlands,+12,False,-150,Lake,73,3,Ocean,Front,79,9,152,Lake→Ocean,4,4,3,4,5,4,5,4,3,5,6,4,3,3,3,5,4,4,36,37,4,3,4,5,3,8,4,4,4,6,5,5,4,4,4,4,3,5,39,40,0.0,3.0,10.0,4.0,1.0,0.0,0.0,14.0,2.0,2.0,36,R1 Front,6,False,76.0,6,73,79,-6,-1,-1,True,False,-0.19999999999999996,,214,,68.58974358974359,True,0
Ethan Fang,T214,214,True,United States of America,+12,False,-150,Ocean,73,3,Lake,Back,79,9,152,Ocean→Lake,5,3,5,5,3,4,4,4,4,3,5,5,4,4,4,4,4,3,37,36,5,5,5,5,5,5,5,4,4,5,4,4,3,4,3,5,4,4,43,36,0.0,1.0,13.0,4.0,0.0,0.0,1.0,8.0,8.0,1.0,36,R1 Back,6,False,76.0,6,79,73,6,1,7,False,True,-0.19999999999999996,,214,,68.58974358974359,True,0
Cody Massa,T214,214,True,United States of America,+12,False,-150,Ocean,76,6,Lake,Back,76,6,152,Ocean→Lake,5,4,4,5,3,4,4,4,4,3,5,4,4,6,4,5,4,4,37,39,6,7,4,4,5,5,4,3,3,5,4,3,2,3,3,5,5,5,41,35,0.0,0.0,13.0,4.0,1.0,0.0,4.0,7.0,5.0,2.0,35,R2 Back,0,False,76.0,0,76,76,0,-2,6,True,True,2.0,,214,,68.58974358974359,True,0
Ethan Evans,T214,214,True,United States of America,+12,False,-150,Ocean,74,4,Lake,Back,78,8,152,Ocean→Lake,4,3,4,4,4,6,4,6,4,3,5,4,3,4,6,4,3,3,39,35,4,3,4,5,5,6,3,4,3,4,5,5,4,4,3,7,5,4,37,41,0.0,3.0,11.0,1.0,3.0,0.0,3.0,6.0,7.0,2.0,35,R1 Back,4,False,76.0,4,78,74,4,4,-4,False,False,-0.8,,214,,68.58974358974359,True,0
Connor Doyal,T214,214,True,United States of America,+12,False,-150,Lake,73,3,Ocean,Back,79,9,152,Lake→Ocean,4,5,3,4,4,5,4,4,4,4,4,5,3,5,3,4,4,4,37,36,5,3,5,6,3,4,4,5,4,3,9,4,4,5,4,4,3,4,39,40,0.0,2.0,11.0,5.0,0.0,0.0,0.0,12.0,5.0,1.0,36,R1 Back,6,False,76.0,6,73,79,-6,1,-1,False,False,-1.2,,214,,68.58974358974359,True,0
William Ma,T214,214,True,United States of America,+12,False,-150,Ocean,75,5,Lake,Front,77,7,152,Ocean→Lake,5,4,5,5,3,5,4,4,4,4,5,4,4,4,5,5,2,3,39,36,4,4,4,4,5,6,4,4,4,5,3,5,3,3,3,6,5,5,39,38,0.0,2.0,9.0,7.0,0.0,0.0,2.0,8.0,7.0,1.0,36,R1 Back,2,False,76.0,2,77,75,2,3,1,False,True,0.6,,214,,68.58974358974359,True,0
Nathaniel Frink,T214,214,True,United States of America,+12,False,-150,Lake,78,8,Ocean,Front,74,4,152,Lake→Ocean,5,4,4,4,5,5,4,4,4,4,4,5,3,4,3,6,5,5,39,39,5,3,4,5,2,5,6,3,4,4,5,4,4,4,4,4,4,4,37,37,0.0,0.0,10.0,8.0,0.0,0.0,2.0,11.0,4.0,1.0,37,R2 Front,-4,True,76.0,4,78,74,4,0,0,False,False,0.8,,214,,68.58974358974359,True,0
Brad Nurski,T214,214,True,United States of America,+12,False,-150,Lake,76,6,Ocean,Back,76,6,152,Lake→Ocean,4,4,3,3,5,6,5,3,4,4,4,4,5,4,3,6,5,4,37,39,6,3,4,6,3,4,4,4,4,4,4,4,4,5,4,4,4,5,38,38,0.0,1.0,12.0,3.0,2.0,0.0,1.0,11.0,5.0,1.0,37,R1 Front,0,False,76.0,0,76,76,0,-2,0,True,False,1.0,,214,,68.58974358974359,True,0
Mike Hearne,T214,214,True,Wales,+12,False,-150,Ocean,80,10,Lake,Back,73,3,153,Ocean→Lake,4,3,4,5,3,7,4,4,5,3,5,5,4,5,5,4,4,6,39,41,5,4,3,4,5,4,4,4,3,4,4,4,4,4,3,5,5,4,36,37,0.0,0.0,11.0,5.0,2.0,0.0,1.0,13.0,4.0,0.0,36,R2 Front,-7,True,76.5,7,73,80,-7,-2,-1,True,False,2.4,,214,,68.58974358974359,True,0
Carson Brewer,T231,231,True,United States of America,+13,False,-167,Lake,76,6,Ocean,Back,77,7,153,Lake→Ocean,5,5,3,4,5,4,4,4,5,4,5,4,3,3,3,6,5,4,39,37,5,3,4,5,3,4,4,3,3,4,5,5,5,6,5,5,3,5,34,43,0.0,1.0,10.0,7.0,0.0,0.0,2.0,8.0,7.0,1.0,34,R2 Front,1,False,76.5,1,76,77,-1,2,-9,False,False,-0.2,,231,,74.03846153846155,True,0
Aaron Sorkin,T231,231,True,United States of America,+13,False,-167,Ocean,77,7,Lake,Back,76,6,153,Ocean→Lake,5,5,4,5,3,6,4,3,4,3,5,4,3,5,5,4,3,6,39,38,5,5,3,4,5,4,5,3,4,5,5,4,3,4,3,5,5,4,38,38,0.0,2.0,10.0,3.0,3.0,0.0,0.0,12.0,6.0,0.0,38,R1 Back,-1,True,76.5,1,76,77,-1,1,0,False,False,0.2,,231,,74.03846153846155,True,0
Thomas Herholtz,T231,231,True,United States of America,+13,False,-167,Lake,77,7,Ocean,Front,76,6,153,Lake→Ocean,5,4,3,5,5,5,5,2,4,4,4,5,3,6,3,5,6,3,38,39,5,4,3,5,3,5,4,4,4,4,7,5,3,5,4,4,3,4,37,39,0.0,2.0,8.0,7.0,1.0,0.0,2.0,9.0,6.0,1.0,37,R2 Front,-1,True,76.5,1,77,76,1,-1,-2,True,False,1.2,,231,,74.03846153846155,True,0
Hugo Le Goff,T231,231,True,France,+13,False,-167,Ocean,79,9,Lake,Back,74,4,153,Ocean→Lake,4,4,4,4,5,4,4,6,4,4,5,5,4,5,5,4,4,4,39,40,5,5,3,4,5,4,5,3,4,4,4,4,3,4,3,6,4,4,38,36,0.0,1.0,9.0,6.0,2.0,0.0,1.0,12.0,5.0,0.0,36,R2 Back,-5,True,76.5,5,74,79,-5,-1,2,True,True,3.0,,231,,74.03846153846155,True,0
Joe Wilson IV,T231,231,True,United States of America,+13,False,-167,Ocean,78,8,Lake,Back,75,5,153,Ocean→Lake,5,4,4,6,4,4,4,4,4,4,5,5,4,4,4,4,4,5,39,39,5,4,4,4,5,4,3,4,5,4,4,5,4,4,3,4,6,3,38,37,0.0,0.0,10.0,8.0,0.0,0.0,3.0,7.0,8.0,0.0,37,R2 Back,-3,True,76.5,3,75,78,-3,0,1,False,True,1.6,,231,,74.03846153846155,True,0
Logan Zurn,T231,231,True,United States of America,+13,False,-167,Lake,78,8,Ocean,Front,75,5,153,Lake→Ocean,5,6,5,4,5,4,4,3,5,4,4,5,3,4,2,6,5,4,41,37,5,4,4,5,3,6,5,3,4,3,4,4,5,5,4,4,3,4,39,36,0.0,1.0,10.0,5.0,2.0,0.0,2.0,10.0,5.0,1.0,36,R2 Back,-3,True,76.5,3,78,75,3,4,3,False,True,1.6,,231,,74.03846153846155,True,0
Ryan Wilkins,T231,231,True,United States of America,+13,False,-167,Lake,78,8,Ocean,Back,75,5,153,Lake→Ocean,7,4,3,5,4,4,4,3,4,4,5,4,4,6,2,6,4,5,38,40,5,3,4,5,4,3,4,5,5,3,5,5,6,4,4,4,3,3,38,37,0.0,2.0,9.0,5.0,2.0,0.0,2.0,10.0,5.0,1.0,37,R2 Back,-3,True,76.5,3,78,75,3,-2,1,True,True,2.6,,231,,74.03846153846155,True,0
Cooper Paull,T231,231,True,United States of America,+13,False,-167,Ocean,76,6,Lake,Front,77,7,153,Ocean→Lake,5,3,3,5,4,4,4,4,4,3,6,5,4,5,5,4,4,4,36,40,4,4,3,4,5,5,4,4,4,3,5,4,4,4,4,6,6,4,37,40,0.0,1.0,10.0,7.0,0.0,0.0,1.0,9.0,8.0,0.0,36,R1 Front,1,False,76.5,1,77,76,1,-4,-3,True,False,0.8,,231,,74.03846153846155,True,0
Hayes Brown,T231,231,True,United States of America,+13,False,-167,Lake,78,8,Ocean,Back,75,5,153,Lake→Ocean,5,4,3,4,4,5,3,6,5,4,3,5,4,5,3,5,6,4,39,39,6,4,4,5,5,4,3,4,4,3,5,5,3,4,5,4,3,4,39,36,0.0,2.0,8.0,7.0,1.0,0.0,2.0,11.0,3.0,2.0,36,R2 Back,-3,True,76.5,3,78,75,3,0,3,False,True,1.6,,231,,74.03846153846155,True,0
Tomi Bowen,T231,231,True,Wales,+13,False,-167,Lake,80,10,Ocean,Front,73,3,153,Lake→Ocean,5,5,3,4,4,6,5,4,4,5,4,5,3,3,4,5,6,5,40,40,5,4,4,4,4,4,4,4,4,4,4,3,4,4,5,4,3,5,37,36,0.0,1.0,7.0,9.0,1.0,0.0,3.0,9.0,6.0,0.0,36,R2 Back,-7,True,76.5,7,80,73,7,0,1,False,True,2.4,,231,,74.03846153846155,True,0
Sam Jackson,T231,231,True,United States of America,+13,False,-167,Lake,82,12,Ocean,Back,71,1,153,Lake→Ocean,5,5,5,5,6,4,4,4,5,4,4,6,4,4,3,5,5,4,43,39,4,4,4,4,4,3,4,4,4,3,5,4,5,3,4,4,4,4,35,36,0.0,0.0,9.0,6.0,3.0,0.0,3.0,11.0,4.0,0.0,35,R2 Front,-11,True,76.5,11,82,71,11,4,-1,False,False,2.2,,231,,74.03846153846155,True,0
Coy Dobson,T231,231,True,United States of America,+13,False,-167,Ocean,78,8,Lake,Back,75,5,153,Ocean→Lake,5,3,4,5,3,4,4,4,5,3,8,6,3,5,4,4,3,5,37,41,5,4,5,4,5,4,4,4,3,5,3,4,3,5,3,6,4,4,38,37,0.0,1.0,11.0,4.0,2.0,0.0,3.0,8.0,6.0,1.0,37,R1 Front,-3,True,76.5,3,75,78,-3,-4,1,True,True,2.6,,231,,74.03846153846155,True,0
Kaleb Wilson,T231,231,True,United States of America,+13,False,-167,Ocean,75,5,Lake,Front,78,8,153,Ocean→Lake,4,4,4,5,2,7,4,4,5,3,5,4,4,5,4,4,3,4,39,36,5,5,4,4,4,6,4,3,5,4,4,4,3,3,4,7,5,4,40,38,0.0,1.0,13.0,3.0,1.0,0.0,1.0,10.0,5.0,2.0,36,R1 Back,3,False,76.5,3,78,75,3,3,2,False,True,0.4,,231,,74.03846153846155,True,0
Trent Virden,T231,231,True,United States of America,+13,False,-167,Ocean,73,3,Lake,Front,80,10,153,Ocean→Lake,4,4,6,4,3,3,5,4,4,4,5,5,3,4,4,4,3,4,37,36,5,4,4,4,7,4,4,4,4,4,4,6,3,4,2,7,5,5,40,40,0.0,3.0,10.0,4.0,1.0,0.0,1.0,10.0,4.0,3.0,36,R1 Back,7,False,76.5,7,80,73,7,1,0,False,False,-1.4,,231,,74.03846153846155,True,0
Luke Sample,T231,231,True,United States of America,+13,False,-167,Lake,75,5,Ocean,Back,78,8,153,Lake→Ocean,5,4,4,3,4,4,5,3,4,4,5,4,4,4,3,6,5,4,36,39,5,4,5,5,3,5,5,4,4,3,4,4,4,5,6,4,3,5,40,38,0.0,1.0,11.0,6.0,0.0,0.0,1.0,9.0,7.0,1.0,36,R1 Front,3,False,76.5,3,75,78,-3,-3,2,True,True,1.4,,231,,74.03846153846155,True,0
Jake Olson,T231,231,True,United States of America,+13,False,-167,Ocean,75,5,Lake,Back,78,8,153,Ocean→Lake,7,4,5,6,2,5,4,4,4,3,5,3,4,4,4,4,3,4,41,34,4,4,3,4,5,8,4,3,6,6,4,5,3,3,2,5,5,4,41,37,0.0,2.0,11.0,4.0,1.0,0.0,2.0,11.0,2.0,3.0,34,R1 Back,3,False,76.5,3,78,75,3,7,4,False,True,0.4,,231,,74.03846153846155,True,0
Nicholas Gross,T231,231,True,United States of America,+13,False,-167,Lake,79,9,Ocean,Front,74,4,153,Lake→Ocean,5,4,4,4,6,5,4,3,5,4,5,5,3,4,3,5,6,4,40,39,4,3,4,5,3,3,4,5,6,3,8,3,3,4,4,5,3,4,37,37,0.0,0.0,10.0,7.0,1.0,0.0,3.0,11.0,2.0,2.0,37,R2 Front,-5,True,76.5,5,79,74,5,1,0,False,False,1.0,,231,,74.03846153846155,True,0
TJ Barger,T231,231,True,United States of America,+13,False,-167,Lake,76,6,Ocean,Back,77,7,153,Lake→Ocean,6,5,4,3,5,5,4,3,4,4,4,4,4,4,3,5,5,4,39,37,5,4,4,6,4,4,4,6,4,3,5,4,4,5,4,4,3,4,41,36,0.0,1.0,11.0,5.0,1.0,0.0,0.0,12.0,5.0,1.0,36,R2 Back,1,False,76.5,1,76,77,-1,2,5,False,True,0.8,,231,,74.03846153846155,True,0
Harris Barth,T231,231,True,United States of America,+13,False,-167,Ocean,76,6,Lake,Front,76,6,153,Ocean→Lake,4,3,4,5,2,4,6,4,4,2,5,5,5,5,4,5,3,6,36,40,7,4,3,4,4,4,3,3,5,4,4,5,4,4,2,7,6,4,37,40,0.0,2.0,10.0,4.0,2.0,0.0,2.0,10.0,4.0,2.0,36,R1 Front,0,False,76.0,0,76,76,0,-4,-3,True,False,1.0,,231,,74.03846153846155,True,0
Andy Sajevic,T250,250,True,United States of America,+14,False,-186,Lake,79,9,Ocean,Back,75,5,154,Lake→Ocean,5,6,5,4,4,5,4,3,3,4,7,5,3,4,4,4,5,4,39,40,5,3,4,5,2,4,6,4,4,3,5,5,5,4,5,4,3,4,37,38,0.0,2.0,9.0,4.0,3.0,0.0,1.0,12.0,4.0,1.0,37,R2 Front,-4,True,77.0,4,79,75,4,-1,-1,True,False,1.8,,250,,80.12820512820514,True,0
Connor Williams,T250,250,True,United States of America,+14,False,-186,Ocean,69,-1,Lake,Back,85,15,154,Ocean→Lake,4,3,4,5,3,4,3,4,3,3,5,4,4,5,4,3,3,5,33,36,4,4,3,5,5,4,7,4,5,5,5,4,3,6,3,5,5,8,41,44,0.0,3.0,13.0,2.0,0.0,0.0,0.0,9.0,6.0,3.0,33,R1 Front,16,False,77.0,16,85,69,16,-3,-3,True,False,-2.2,,250,,80.12820512820514,True,0
Arrow Aarav Shah,T250,250,True,Australia,+14,False,-186,Ocean,78,8,Lake,Front,76,6,154,Ocean→Lake,5,5,4,4,4,5,5,5,4,5,5,5,4,3,4,4,4,3,41,37,4,4,4,4,5,5,4,4,5,5,4,4,2,4,3,5,5,5,39,37,0.0,3.0,6.0,7.0,2.0,0.0,1.0,10.0,7.0,0.0,37,R1 Back,-2,True,77.0,2,76,78,-2,4,2,False,True,1.4,,250,,80.12820512820514,True,0
Alex Holder,T250,250,True,United States of America,+14,False,-186,Ocean,77,7,Lake,Back,77,7,154,Ocean→Lake,6,4,5,5,4,5,4,4,4,3,4,3,4,5,4,5,3,5,41,36,6,6,3,4,4,4,5,4,5,4,3,4,3,4,3,5,5,5,41,36,0.0,2.0,8.0,7.0,1.0,0.0,1.0,11.0,4.0,2.0,36,R1 Back,0,False,77.0,0,77,77,0,5,5,False,True,1.0,,250,,80.12820512820514,True,0
Jordan Less,T250,250,True,United States of America,+14,False,-186,Ocean,76,6,Lake,Back,78,8,154,Ocean→Lake,5,3,5,4,3,5,5,4,3,5,6,4,5,4,4,4,3,4,37,39,6,4,4,4,5,6,4,4,4,5,4,5,2,4,3,6,5,3,41,37,0.0,2.0,9.0,6.0,1.0,0.0,2.0,8.0,6.0,2.0,37,R1 Front,2,False,77.0,2,78,76,2,-2,4,True,True,1.6,,250,,80.12820512820514,True,0
Brody Leid,T250,250,True,United States of America,+14,False,-186,Ocean,74,4,Lake,Back,80,10,154,Ocean→Lake,4,4,4,5,3,5,6,4,4,3,5,4,4,4,4,4,3,4,39,35,4,5,4,5,4,4,4,3,4,5,4,5,4,4,4,7,6,4,37,43,0.0,0.0,15.0,2.0,1.0,0.0,0.0,9.0,8.0,1.0,35,R1 Back,6,False,77.0,6,80,74,6,4,-6,False,False,-1.2,,250,,80.12820512820514,True,0
Smith Summerlin,T250,250,True,United States of America,+14,False,-186,Lake,75,5,Ocean,Back,79,9,154,Lake→Ocean,5,5,3,4,6,4,4,3,5,4,4,5,3,4,3,5,4,4,39,36,6,3,5,4,3,4,6,4,4,5,5,4,5,4,5,4,4,4,39,40,0.0,1.0,12.0,4.0,1.0,0.0,1.0,10.0,4.0,3.0,36,R1 Back,4,False,77.0,4,75,79,-4,3,-1,False,False,-0.8,,250,,80.12820512820514,True,0
Phillip Kench,T250,250,True,United States of America,+14,False,-186,Lake,79,9,Ocean,Back,75,5,154,Lake→Ocean,5,3,3,4,5,6,4,5,4,4,5,4,4,4,3,6,5,5,39,40,5,4,5,5,2,5,4,4,4,4,4,4,4,5,4,5,3,4,38,37,0.0,1.0,9.0,6.0,2.0,0.0,2.0,9.0,7.0,0.0,37,R2 Back,-4,True,77.0,4,79,75,4,-1,1,True,True,2.8,,250,,80.12820512820514,True,0
Nicholas Turowski,T250,250,True,United States of America,+14,False,-186,Ocean,73,3,Lake,Front,81,11,154,Ocean→Lake,4,3,4,5,4,3,4,4,3,3,5,6,5,4,4,4,4,4,34,39,5,4,3,5,4,4,3,4,4,4,5,9,5,3,4,6,5,4,36,45,0.0,2.0,12.0,3.0,1.0,0.0,2.0,8.0,6.0,2.0,34,R1 Front,8,False,77.0,8,81,73,8,-5,-9,True,False,-0.6000000000000001,,250,,80.12820512820514,True,0
Jake Moffitt,T250,250,True,United States of America,+14,False,-186,Ocean,78,8,Lake,Back,76,6,154,Ocean→Lake,5,4,5,4,2,4,4,5,4,3,5,4,5,4,6,6,3,5,37,41,5,4,3,5,4,4,4,3,4,4,3,5,3,5,4,6,5,5,36,40,0.0,2.0,8.0,6.0,2.0,0.0,1.0,10.0,7.0,0.0,36,R2 Front,-2,True,77.0,2,76,78,-2,-4,-4,True,False,1.4,,250,,80.12820512820514,True,0
