PLAYER,POS,POS_RANK,IS_TIED,CTRY,TO_PAR,MADE_CUT,CUT_MARGIN,ROUND_1_COURSE,ROUND_1_SCORE,ROUND_1_TO_PAR,ROUND_2_COURSE,ROUND_2_START,ROUND_2_SCORE,ROUND_2_TO_PAR,TOTAL_SCORE,COURSE_SEQUENCE,R1_HOLE_1,R1_HOLE_2,R1_HOLE_3,R1_HOLE_4,R1_HOLE_5,R1_HOLE_6,R1_HOLE_7,R1_HOLE_8,R1_HOLE_9,R1_HOLE_10,R1_HOLE_11,R1_HOLE_12,R1_HOLE_13,R1_HOLE_14,R1_HOLE_15,R1_HOLE_16,R1_HOLE_17,R1_HOLE_18,R1_OUT,R1_IN,R2_HOLE_1,R2_HOLE_2,R2_HOLE_3,R2_HOLE_4,R2_HOLE_5,R2_HOLE_6,R2_HOLE_7,R2_HOLE_8,R2_HOLE_9,R2_HOLE_10,R2_HOLE_11,R2_HOLE_12,R2_HOLE_13,R2_HOLE_14,R2_HOLE_15,R2_HOLE_16,R2_HOLE_17,R2_HOLE_18,R2_OUT,R2_IN,R1_EAGLES,R1_BIRDIES,R1_PARS,R1_BOGEYS,R1_DOUBLES_PLUS,R2_EAGLES,R2_BIRDIES,R2_PARS,R2_BOGEYS,R2_DOUBLES_PLUS,BEST_NINE_SCORE,BEST_NINE_LABEL,ROUND_DIFFERENTIAL,IMPROVED_R2,SCORING_AVERAGE,CONSISTENCY_SCORE,LAKE_SCORE,OCEAN_SCORE,COURSE_DIFFERENTIAL,R1_FRONT_VS_BACK,R2_FRONT_VS_BACK,STARTED_HOT,FINISHED_STRONG,MOMENTUM_SCORE,R1_RANK,R2_RANK,RANK_CHANGE,PERCENTILE,HAS_COMPLETE_HOLES,MISSING_HOLES_COUNT
Ron Whittaker,T250,250,True,United States of America,+14,False,-186,Lake,79,9,Ocean,Front,75,5,154,Lake→Ocean,5,5,4,5,6,3,4,4,4,3,4,5,3,4,4,6,5,5,40,39,5,3,5,8,3,4,4,4,4,3,6,4,4,3,3,4,3,5,40,35,0.0,2.0,6.0,9.0,1.0,0.0,2.0,11.0,4.0,1.0,35,R2 Back,-4,True,77.0,4,79,75,4,1,5,False,True,1.8,,250,,80.12820512820514,True,0
Warren Thomis,T261,261,True,United States of America,+15,False,-197,Lake,80,10,Ocean,Front,75,5,155,Lake→Ocean,5,6,3,4,7,4,4,3,4,4,4,6,3,4,3,4,6,6,40,40,5,4,4,5,3,4,4,6,3,3,5,4,4,5,5,4,3,4,38,37,0.0,1.0,11.0,2.0,4.0,0.0,1.0,12.0,4.0,1.0,37,R2 Back,-5,True,77.5,5,80,75,5,0,1,False,True,2.0,,261,,83.65384615384616,True,0
Matthew Armstrong,T261,261,True,United States of America,+15,False,-197,Lake,79,9,Ocean,Back,76,6,155,Lake→Ocean,5,3,4,5,5,5,4,4,4,4,5,3,5,5,4,5,5,4,39,40,6,3,4,5,3,4,4,4,5,4,5,5,3,6,4,4,3,4,38,38,0.0,2.0,6.0,9.0,1.0,0.0,1.0,12.0,3.0,2.0,38,R2 Front,-3,True,77.5,3,79,76,3,-1,0,True,False,1.6,,261,,83.65384615384616,True,0
Bryan Lee,T261,261,True,United States of America,+15,False,-197,Lake,76,6,Ocean,Back,79,9,155,Lake→Ocean,5,4,3,3,5,4,4,3,5,5,4,4,4,5,3,5,5,5,36,40,7,4,5,5,3,4,4,5,3,4,7,4,3,5,4,4,4,4,40,39,0.0,1.0,10.0,7.0,0.0,0.0,2.0,8.0,6.0,2.0,36,R1 Front,3,False,77.5,3,76,79,-3,-4,1,True,True,1.4,,261,,83.65384615384616,True,0
Eli Spaulding,T261,261,True,United States of America,+15,False,-197,Lake,81,11,Ocean,Back,74,4,155,Lake→Ocean,5,4,4,5,5,5,5,4,4,4,4,5,4,4,5,4,6,4,41,40,4,3,5,5,3,6,5,4,3,3,4,5,5,4,4,5,3,3,38,36,0.0,1.0,6.0,10.0,1.0,0.0,3.0,9.0,5.0,1.0,36,R2 Back,-7,True,77.5,7,81,74,7,1,2,False,True,2.4,,261,,83.65384615384616,True,0
Alvaro Muller Baumgart,T261,261,True,Spain,+15,False,-197,Ocean,79,9,Lake,Front,76,6,155,Ocean→Lake,4,4,4,6,2,5,4,7,4,3,8,4,3,4,4,5,2,6,40,39,5,6,5,3,4,5,4,3,4,4,5,4,3,4,3,6,4,4,39,37,0.0,3.0,8.0,4.0,3.0,0.0,2.0,10.0,4.0,2.0,37,R2 Back,-3,True,77.5,3,76,79,-3,1,2,False,True,1.6,,261,,83.65384615384616,True,0
Todd White,T261,261,True,United States of America,+15,False,-197,Lake,81,11,Ocean,Front,74,4,155,Lake→Ocean,4,4,3,6,6,4,5,4,7,4,4,5,3,4,3,6,5,4,43,38,4,4,5,5,4,4,4,4,4,3,6,4,4,3,4,4,4,4,38,36,0.0,0.0,11.0,4.0,3.0,0.0,1.0,12.0,5.0,0.0,36,R2 Back,-7,True,77.5,7,81,74,7,5,2,False,True,2.4,,261,,83.65384615384616,True,0
Nate Stevens,T261,261,True,United States of America,+15,False,-197,Ocean,80,10,Lake,Front,75,5,155,Ocean→Lake,6,4,4,5,3,5,4,5,5,3,6,4,4,4,5,4,4,5,41,39,4,4,4,5,5,4,4,4,6,3,4,5,3,4,2,5,5,4,40,35,0.0,0.0,9.0,8.0,1.0,0.0,2.0,10.0,5.0,1.0,35,R2 Back,-5,True,77.5,5,75,80,-5,2,5,False,True,2.0,,261,,83.65384615384616,True,0
Victor Caliguri,T261,261,True,United States of America,+15,False,-197,Lake,74,4,Ocean,Back,81,11,155,Lake→Ocean,5,5,3,4,4,4,4,3,6,4,4,4,4,4,3,5,4,4,38,36,4,3,4,5,3,6,5,5,3,4,4,6,5,5,5,5,4,5,38,43,0.0,1.0,13.0,3.0,1.0,0.0,2.0,5.0,9.0,2.0,36,R1 Back,7,False,77.5,7,74,81,-7,2,-5,False,False,-1.4,,261,,83.65384615384616,True,0
Toby Wilt,T261,261,True,United States of America,+15,False,-197,Lake,78,8,Ocean,Front,77,7,155,Lake→Ocean,6,3,4,5,5,5,4,4,4,4,4,5,4,4,3,5,5,4,40,38,5,3,5,6,4,5,4,5,4,4,5,4,3,3,4,5,4,4,41,36,0.0,1.0,9.0,7.0,1.0,0.0,2.0,7.0,9.0,0.0,36,R2 Back,-1,True,77.5,1,78,77,1,2,5,False,True,1.2,,261,,83.65384615384616,True,0
Matt Parziale,T261,261,True,United States of America,+15,False,-197,Lake,76,6,Ocean,Back,79,9,155,Lake→Ocean,6,4,4,5,4,5,4,5,4,4,4,4,3,4,3,5,3,5,41,35,5,4,4,5,4,4,4,4,4,3,5,5,6,3,6,6,3,4,38,41,1.0,0.0,11.0,4.0,2.0,0.0,1.0,10.0,4.0,3.0,35,R1 Back,3,False,77.5,3,76,79,-3,6,-3,False,False,-0.6,,261,,83.65384615384616,True,0
Pierce Grieve,T261,261,True,United States of America,+15,False,-197,Ocean,78,8,Lake,Back,75,5,153,Ocean→Lake,6,4,5,5,4,5,4,4,4,3,5,5,4,4,5,4,4,3,41,37,4,4,4,4,5,5,4,4,4,4,4,5,3,4,3,6,5,3,38,37,0.0,1.0,9.0,7.0,1.0,0.0,1.0,11.0,6.0,0.0,37,R1 Back,-3,True,76.5,3,75,78,-3,4,1,False,True,1.6,,261,,83.65384615384616,True,0
Ben Cors,T272,272,True,United States of America,+16,False,-208,Lake,83,13,Ocean,Back,73,3,156,Lake→Ocean,7,5,3,5,4,5,6,4,4,5,4,4,4,4,4,5,5,5,43,40,4,3,4,4,2,4,4,4,4,3,5,4,4,5,5,4,3,7,33,40,0.0,0.0,8.0,8.0,2.0,0.0,2.0,13.0,2.0,1.0,33,R2 Front,-10,True,78.0,10,83,73,10,3,-7,False,False,2.0,,272,,87.17948717948718,True,0
Keenan Royalty,T272,272,True,United States of America,+16,False,-208,Ocean,77,7,Lake,Front,79,9,156,Ocean→Lake,4,4,4,6,4,5,5,4,4,3,6,4,4,4,5,4,4,3,40,37,5,4,5,5,5,6,3,4,4,4,4,4,5,4,3,5,5,4,41,38,0.0,1.0,9.0,8.0,0.0,0.0,1.0,10.0,4.0,3.0,37,R1 Back,2,False,78.0,2,79,77,2,3,3,False,True,0.6,,272,,87.17948717948718,True,0
Luke Brandler,T272,272,True,Hong Kong China,+16,False,-208,Ocean,82,12,Lake,Back,74,4,156,Ocean→Lake,4,4,5,5,4,4,5,4,6,4,5,5,5,5,4,4,4,5,41,41,5,4,4,6,3,4,4,3,5,4,4,4,3,4,3,4,5,5,38,36,0.0,0.0,7.0,10.0,1.0,0.0,2.0,11.0,4.0,1.0,36,R2 Back,-8,True,78.0,8,74,82,-8,0,2,False,True,2.6,,272,,87.17948717948718,True,0
Tim Hegarty,T272,272,True,United States of America,+16,False,-208,Lake,78,8,Ocean,Back,78,8,156,Lake→Ocean,5,5,3,5,3,5,5,4,4,4,5,5,3,4,3,6,5,4,39,39,5,4,4,6,4,4,4,4,4,3,5,6,5,4,3,5,3,5,39,39,0.0,1.0,8.0,9.0,0.0,0.0,1.0,9.0,7.0,1.0,39,R1 Front,0,False,78.0,0,78,78,0,0,0,False,False,0.0,,272,,87.17948717948718,True,0
Daniel Sullivan,T272,272,True,United States of America,+16,False,-208,Ocean,78,8,Lake,Back,78,8,156,Ocean→Lake,4,3,5,6,3,4,4,4,4,3,5,5,5,5,4,5,4,5,37,41,5,5,4,4,5,4,4,4,5,4,6,5,2,5,3,6,4,3,40,38,0.0,0.0,10.0,8.0,0.0,0.0,3.0,5.0,9.0,1.0,37,R1 Front,0,False,78.0,0,78,78,0,-4,2,True,True,2.0,,272,,87.17948717948718,True,0
Noah McWilliams,T272,272,True,United States of America,+16,False,-208,Ocean,77,7,Lake,Front,79,9,156,Ocean→Lake,5,4,5,5,3,6,3,5,4,4,5,4,4,4,4,4,3,5,40,37,6,4,4,3,5,4,4,4,5,4,5,4,4,4,4,5,6,4,39,40,0.0,1.0,10.0,6.0,1.0,0.0,1.0,8.0,8.0,1.0,37,R1 Back,2,False,78.0,2,79,77,2,3,-1,False,False,-0.4,,272,,87.17948717948718,True,0
Payton Taylor,T278,278,True,United States of America,+17,False,-214,Ocean,79,9,Lake,Front,78,8,157,Ocean→Lake,4,4,5,6,3,5,4,6,3,4,5,4,4,6,5,4,3,4,40,39,5,4,4,5,5,5,3,4,3,4,3,5,3,4,3,9,5,4,38,40,0.0,1.0,9.0,6.0,2.0,0.0,3.0,7.0,7.0,1.0,38,R2 Front,-1,True,78.5,1,78,79,-1,1,-2,False,False,0.2,,278,,89.1025641025641,True,0
Jacob Sosa,T278,278,True,United States of America,+17,False,-214,Lake,78,8,Ocean,Front,79,9,157,Lake→Ocean,5,4,5,3,6,4,4,3,3,4,4,4,5,4,3,5,5,7,37,41,6,5,4,5,3,4,5,4,4,3,5,4,4,5,4,5,3,6,40,39,0.0,2.0,11.0,1.0,4.0,0.0,0.0,12.0,3.0,3.0,37,R1 Front,1,False,78.5,1,78,79,-1,-4,1,True,True,1.8,,278,,89.1025641025641,True,0
Jaxon Bandelier,T278,278,True,United States of America,+17,False,-214,Ocean,79,9,Lake,Back,78,8,157,Ocean→Lake,7,3,5,5,3,4,4,3,6,4,4,3,4,4,5,6,4,5,40,39,6,3,4,4,5,5,4,4,5,4,5,5,3,3,3,5,6,4,40,38,0.0,3.0,7.0,5.0,3.0,0.0,2.0,7.0,8.0,1.0,38,R2 Back,-1,True,78.5,1,78,79,-1,1,2,False,True,1.2,,278,,89.1025641025641,True,0
Sebastian Kasun,T278,278,True,United States of America,+17,False,-214,Lake,81,11,Ocean,Front,76,6,157,Lake→Ocean,6,4,3,5,5,6,3,3,5,6,5,4,3,6,3,5,5,4,40,41,6,3,4,5,4,4,5,4,5,2,5,4,3,3,5,5,3,6,40,36,0.0,1.0,9.0,4.0,4.0,0.0,3.0,8.0,5.0,2.0,36,R2 Back,-5,True,78.5,5,81,76,5,-1,4,True,True,3.0,,278,,89.1025641025641,True,0
Josh Ince,T278,278,True,Canada,+17,False,-214,Lake,79,9,Ocean,Back,78,8,157,Lake→Ocean,6,4,4,5,4,3,3,4,3,5,5,4,4,4,4,6,7,4,36,43,4,5,4,5,3,7,4,4,4,5,6,4,4,4,3,5,3,4,40,38,0.0,3.0,5.0,8.0,2.0,0.0,1.0,12.0,2.0,3.0,36,R1 Front,-1,True,78.5,1,79,78,1,-7,2,True,True,2.2,,278,,89.1025641025641,True,0
Parker Paxton,T278,278,True,United States of America,+17,False,-214,Ocean,80,10,Lake,Back,77,7,157,Ocean→Lake,6,3,5,5,3,6,6,4,4,3,5,4,4,5,5,4,3,5,42,38,4,6,3,4,5,4,4,4,3,4,5,4,2,5,4,6,6,4,37,40,0.0,0.0,11.0,4.0,3.0,0.0,2.0,8.0,7.0,1.0,37,R2 Front,-3,True,78.5,3,77,80,-3,4,-3,False,False,0.6,,278,,89.1025641025641,True,0
Richard Teder,T278,278,True,Estonia,+17,False,-214,Ocean,73,3,Lake,Back,84,14,157,Ocean→Lake,5,3,4,5,3,3,4,4,5,4,6,4,3,4,4,4,3,5,36,37,5,5,4,4,5,6,5,4,5,4,3,6,3,5,3,6,6,5,43,41,0.0,2.0,11.0,5.0,0.0,0.0,1.0,4.0,11.0,2.0,36,R1 Front,11,False,78.5,11,84,73,11,-1,2,True,True,-0.20000000000000018,,278,,89.1025641025641,True,0
Kevin Gillick,T278,278,True,United States of America,+17,False,-214,Ocean,75,5,Lake,Back,82,12,157,Ocean→Lake,5,4,4,5,3,4,5,4,3,3,5,4,4,5,4,5,3,5,37,38,5,5,3,4,4,5,4,4,5,5,4,5,5,6,3,5,5,5,39,43,0.0,1.0,11.0,6.0,0.0,0.0,0.0,8.0,8.0,2.0,37,R1 Front,7,False,78.5,7,82,75,7,-1,-4,True,False,-0.3999999999999999,,278,,89.1025641025641,True,0
Peter Kim,T278,278,True,United States of America,+17,False,-214,Lake,75,5,Ocean,Front,82,12,157,Lake→Ocean,6,4,3,5,5,5,4,3,4,4,4,4,3,4,3,5,5,4,39,36,6,3,4,5,3,6,6,5,4,3,8,4,5,5,4,4,3,4,42,40,0.0,0.0,14.0,3.0,1.0,0.0,0.0,11.0,3.0,4.0,36,R1 Back,7,False,78.5,7,75,82,-7,3,2,False,True,-0.3999999999999999,,278,,89.1025641025641,True,0
Greg Sanders,T278,278,True,United States of America,+17,False,-214,Ocean,80,10,Lake,Back,77,7,157,Ocean→Lake,4,4,5,6,3,7,4,5,3,4,5,4,5,5,5,4,3,4,41,39,6,3,4,4,5,4,4,4,4,5,4,5,3,4,3,5,5,5,38,39,0.0,1.0,8.0,8.0,1.0,0.0,1.0,10.0,6.0,1.0,38,R2 Front,-3,True,78.5,3,77,80,-3,2,-1,False,False,0.6,,278,,89.1025641025641,True,0
Barnes Blake,T278,278,True,United States of America,+17,False,-214,Lake,77,7,Ocean,Front,80,10,157,Lake→Ocean,4,5,3,5,4,6,4,4,5,4,4,4,2,4,4,5,5,5,40,37,5,3,4,5,3,4,5,4,4,3,5,6,4,5,3,5,4,5,37,40,0.0,1.0,10.0,6.0,1.0,0.0,1.0,10.0,6.0,1.0,37,R1 Back,3,False,78.5,3,77,80,-3,3,-3,False,False,-0.6,,278,,89.1025641025641,True,0
Ty Adkins,T289,289,True,United States of America,+18,False,-225,Ocean,82,12,Lake,Back,76,6,158,Ocean→Lake,5,3,5,6,6,4,6,4,4,4,5,4,4,5,4,4,3,6,43,39,5,4,5,5,4,4,3,5,3,5,4,4,2,5,2,6,6,4,38,38,0.0,0.0,10.0,5.0,3.0,0.0,4.0,6.0,6.0,2.0,38,R2 Front,-6,True,79.0,6,76,82,-6,4,0,False,False,1.2,,289,,92.62820512820514,True,0
Robi Calvesbert,T289,289,True,Puerto Rico,+18,False,-225,Ocean,80,10,Lake,Front,78,8,158,Ocean→Lake,6,3,4,5,4,4,3,4,6,3,5,5,5,5,6,3,4,5,39,41,5,4,4,4,4,4,6,3,5,6,4,4,4,3,3,5,5,5,39,39,0.0,2.0,7.0,6.0,3.0,0.0,1.0,10.0,5.0,2.0,39,R1 Front,-2,True,79.0,2,78,80,-2,-2,0,True,False,1.4,,289,,92.62820512820514,True,0
Fred Allen Meyer,T289,289,True,United States of America,+18,False,-225,Lake,79,9,Ocean,Front,79,9,158,Lake→Ocean,5,3,5,5,5,5,4,4,6,5,4,4,3,3,3,6,4,5,42,37,5,4,4,6,2,4,4,4,4,3,7,5,6,4,5,4,3,5,37,42,0.0,3.0,5.0,8.0,2.0,0.0,1.0,9.0,6.0,2.0,37,R1 Back,0,False,79.0,0,79,79,0,5,-5,False,False,0.0,,289,,92.62820512820514,True,0
Ben Gregg,T289,289,True,United States of America,+18,False,-225,Ocean,81,11,Lake,Front,77,7,158,Ocean→Lake,5,3,8,7,3,4,4,4,4,4,5,5,4,5,4,3,4,5,42,39,5,3,4,4,4,5,3,4,4,5,5,5,4,4,3,6,4,5,36,41,0.0,1.0,9.0,6.0,2.0,0.0,3.0,5.0,10.0,0.0,36,R2 Front,-4,True,79.0,4,77,81,-4,3,-5,False,False,0.8,,289,,92.62820512820514,True,0
Hunter Smith,T289,289,True,United States of America,+18,False,-225,Ocean,82,12,Lake,Back,76,6,158,Ocean→Lake,5,3,5,4,4,5,5,7,4,3,8,4,5,4,4,4,3,5,42,40,4,4,4,4,5,4,3,5,4,5,5,5,3,4,3,5,6,3,37,39,0.0,1.0,8.0,7.0,2.0,0.0,2.0,9.0,6.0,1.0,37,R2 Front,-6,True,79.0,6,76,82,-6,2,-2,False,False,1.2,,289,,92.62820512820514,True,0
Owen Elliott,T289,289,True,United States of America,+18,False,-225,Ocean,79,9,Lake,Front,79,9,158,Ocean→Lake,5,4,5,5,2,4,5,5,4,3,7,4,3,5,5,5,3,5,39,40,5,5,4,4,4,6,5,3,3,6,5,3,3,4,4,6,4,5,39,40,0.0,2.0,6.0,9.0,1.0,0.0,3.0,5.0,8.0,2.0,39,R1 Front,0,False,79.0,0,79,79,0,-1,-1,True,False,1.0,,289,,92.62820512820514,True,0
Matt Mitchell,T295,295,True,United States of America,+19,False,-231,Ocean,80,10,Lake,Front,79,9,159,Ocean→Lake,5,4,5,5,4,4,4,6,4,4,5,5,5,4,4,5,3,4,41,39,5,4,3,5,4,5,5,3,4,4,5,4,3,4,4,5,6,6,38,41,0.0,0.0,9.0,8.0,1.0,0.0,0.0,10.0,7.0,1.0,38,R2 Front,-1,True,79.5,1,79,80,-1,2,-3,False,False,0.2,,295,,94.55128205128204,True,0
Connor McNeely,T295,295,True,United States of America,+19,False,-231,Lake,77,7,Ocean,Back,82,12,159,Lake→Ocean,5,4,3,4,6,5,4,3,5,4,4,5,3,3,3,6,6,4,39,38,7,4,4,5,3,5,4,4,4,3,7,6,5,3,5,6,3,4,40,42,0.0,1.0,10.0,6.0,1.0,0.0,1.0,9.0,4.0,4.0,38,R1 Back,5,False,79.5,5,77,82,-5,1,-2,False,False,-1.0,,295,,94.55128205128204,True,0
Michael Winslow,T295,295,True,United States of America,+19,False,-231,Lake,83,13,Ocean,Front,76,6,159,Lake→Ocean,6,4,4,6,5,5,4,3,4,4,4,5,3,5,5,6,5,5,41,42,4,4,4,5,3,4,4,4,4,3,5,5,5,5,4,5,3,5,36,40,0.0,0.0,8.0,7.0,3.0,0.0,0.0,12.0,6.0,0.0,36,R2 Front,-7,True,79.5,7,83,76,7,-1,-4,True,False,2.4,,295,,94.55128205128204,True,0
Kevin Lydon,T295,295,True,United States of America,+19,False,-231,Ocean,84,14,Lake,Front,75,5,159,Ocean→Lake,5,6,5,5,4,4,4,4,4,4,6,4,4,4,5,4,4,8,41,43,4,5,4,4,4,5,4,4,4,4,4,4,3,5,2,5,6,4,38,37,0.0,0.0,9.0,7.0,2.0,0.0,1.0,11.0,6.0,0.0,37,R2 Back,-9,True,79.5,9,75,84,-9,-2,1,True,True,3.8,,295,,94.55128205128204,True,0
Peter Myers,T295,295,True,United States of America,+19,False,-231,Lake,79,9,Ocean,Front,80,10,159,Lake→Ocean,5,6,4,5,4,3,6,3,4,4,4,5,3,4,3,6,6,4,40,39,6,5,4,6,3,6,4,6,4,3,5,5,3,4,5,3,3,5,44,36,0.0,1.0,9.0,6.0,2.0,0.0,2.0,8.0,4.0,4.0,36,R2 Back,1,False,79.5,1,79,80,-1,1,8,False,True,0.8,,295,,94.55128205128204,True,0
Michael Walsh,T300,300,True,United States of America,+20,False,-236,Ocean,78,8,Lake,Back,82,12,160,Ocean→Lake,6,3,5,5,4,4,5,4,4,3,6,4,5,3,5,4,4,4,40,38,6,5,3,3,7,5,4,4,4,4,4,7,4,5,3,6,4,4,41,41,0.0,1.0,9.0,7.0,1.0,0.0,2.0,7.0,6.0,3.0,38,R1 Back,4,False,80.0,4,82,78,4,2,0,False,False,-0.8,,300,,96.15384615384616,True,0
Ben Haggin,T300,300,True,United States of America,+20,False,-236,Ocean,81,11,Lake,Front,79,9,160,Ocean→Lake,6,3,6,4,2,6,6,4,5,3,5,5,6,4,4,5,3,4,42,39,5,4,4,5,4,4,6,3,4,4,4,5,4,5,3,5,5,5,39,40,0.0,2.0,8.0,3.0,5.0,0.0,0.0,10.0,7.0,1.0,39,R1 Back,-2,True,80.0,2,79,81,-2,3,-1,False,False,0.4,,300,,96.15384615384616,True,0
Alejandro Fierro,T300,300,True,Mexico,+20,False,-236,Ocean,83,13,Lake,Back,77,7,160,Ocean→Lake,5,3,6,6,4,5,4,4,4,4,5,6,5,5,6,4,3,4,41,42,5,4,3,4,4,5,5,3,5,4,4,5,3,4,3,5,6,5,38,39,0.0,0.0,8.0,7.0,3.0,0.0,0.0,11.0,7.0,0.0,38,R2 Front,-6,True,80.0,6,77,83,-6,-1,-1,True,False,2.2,,300,,96.15384615384616,True,0
Ieuan Jones,T300,300,True,Wales,+20,False,-236,Ocean,75,5,Lake,Back,85,15,160,Ocean→Lake,5,4,4,4,5,4,4,4,4,3,7,4,4,5,4,4,2,4,38,37,5,4,4,5,4,5,4,3,5,6,6,5,5,4,3,6,6,5,39,46,0.0,2.0,11.0,3.0,2.0,0.0,0.0,6.0,9.0,3.0,37,R1 Back,10,False,80.0,10,85,75,10,1,-7,False,False,-2.0,,300,,96.15384615384616,True,0
Carson Skarperud,T300,300,True,United States of America,+20,False,-236,Ocean,81,11,Lake,Back,80,10,161,Ocean→Lake,5,3,4,5,4,9,6,3,5,3,5,3,5,4,4,4,3,6,44,37,5,4,4,5,5,4,4,4,4,5,5,5,3,7,3,5,4,4,39,41,0.0,2.0,9.0,4.0,3.0,0.0,1.0,8.0,8.0,1.0,37,R1 Back,-1,True,80.5,1,80,81,-1,7,-2,False,False,0.2,,300,,96.15384615384616,True,0
Luke Metzger,305,305,False,United States of America,+21,False,-241,Lake,84,14,Ocean,Front,77,7,161,Lake→Ocean,5,8,3,4,4,6,3,4,3,5,6,5,3,4,3,5,6,7,40,44,4,3,6,5,4,4,5,4,5,3,4,4,5,5,4,4,3,5,40,37,0.0,2.0,7.0,5.0,4.0,0.0,1.0,10.0,6.0,1.0,37,R2 Back,-7,True,80.5,7,84,77,7,-4,3,True,True,3.4,,305,,97.75641025641025,True,0
Jake Ackerman,306,306,False,United States of America,+22,False,-242,Ocean,81,11,Lake,Back,81,11,162,Ocean→Lake,4,4,5,6,4,5,5,6,4,2,6,4,4,5,4,5,3,5,43,38,4,5,4,4,6,4,4,5,5,4,4,5,4,3,3,7,5,5,41,40,0.0,1.0,6.0,10.0,1.0,0.0,1.0,8.0,6.0,3.0,38,R1 Back,0,False,81.0,0,81,81,0,5,1,False,True,1.0,,306,,98.07692307692307,True,0
Jake Bauer,307,307,False,United States of America,+23,False,-243,Lake,78,8,Ocean,Front,85,15,163,Lake→Ocean,4,5,4,4,3,5,5,6,4,4,5,5,3,4,3,5,4,5,40,38,5,6,4,5,4,4,4,6,6,4,4,5,6,4,3,4,4,7,44,41,0.0,2.0,8.0,7.0,1.0,0.0,2.0,6.0,5.0,5.0,38,R1 Back,7,False,81.5,7,78,85,-7,2,3,False,True,-0.3999999999999999,,307,,98.3974358974359,True,0
Brian Blalock,T308,308,True,United States of America,+24,False,-244,Ocean,81,11,Lake,Front,83,13,164,Ocean→Lake,6,4,6,3,3,4,5,5,4,3,6,4,5,5,5,4,4,5,40,41,6,6,4,4,4,7,4,5,4,4,4,3,3,8,3,6,4,4,44,39,1.0,0.0,6.0,9.0,2.0,0.0,2.0,9.0,2.0,5.0,39,R2 Back,2,False,82.0,2,83,81,2,-1,5,True,True,1.6,,308,,98.71794871794873,True,0
Jacob Kutner,T308,308,True,United States of America,+24,False,-244,Lake,80,10,Ocean,Back,84,14,164,Lake→Ocean,5,5,4,5,4,5,5,3,4,4,7,4,4,4,3,5,5,4,40,40,4,3,5,5,3,4,4,4,4,7,7,4,5,7,5,5,4,4,36,48,0.0,0.0,10.0,7.0,1.0,0.0,0.0,10.0,5.0,3.0,36,R2 Front,4,False,82.0,4,80,84,-4,0,-12,False,False,-0.8,,308,,98.71794871794873,True,0
Alex Zurat,310,310,False,United States of America,+25,False,-246,Lake,81,11,Ocean,Back,84,14,165,Lake→Ocean,5,6,4,4,5,4,4,4,4,5,5,4,3,4,2,7,6,5,40,41,6,4,5,4,4,6,4,6,5,3,5,5,4,5,5,5,3,5,44,40,0.0,1.0,7.0,8.0,2.0,0.0,1.0,5.0,9.0,3.0,40,R1 Front,3,False,82.5,3,81,84,-3,-1,4,True,True,1.4,,310,,99.35897435897436,True,0
Luke Dugger,311,311,False,United States of America,+26,False,-247,Ocean,82,12,Lake,Front,84,14,166,Ocean→Lake,7,4,5,5,3,4,4,7,4,3,5,5,4,5,5,4,4,4,43,39,5,5,3,5,8,4,5,3,4,7,4,4,4,4,3,6,5,5,42,42,0.0,0.0,10.0,6.0,2.0,0.0,0.0,9.0,7.0,2.0,39,R1 Back,2,False,83.0,2,84,82,2,4,0,False,False,-0.4,,311,,99.67948717948718,True,0
Chandler Mulkey,312,312,False,United States of America,+31,False,-248,Lake,87,17,Ocean,Back,84,14,171,Lake→Ocean,6,5,5,5,5,5,4,5,4,5,4,4,4,5,4,6,6,5,44,43,5,3,5,5,4,5,3,4,4,4,8,4,5,5,5,5,5,5,38,46,0.0,0.0,4.0,11.0,3.0,0.0,1.0,5.0,10.0,2.0,38,R2 Front,-3,True,85.5,3,87,84,3,1,-8,False,False,0.6,,312,,100.0,True,0
